social_distance,log_average_received,log_average_given,recipient_eigenvector_centrality,dc,ruling_year
0.043933015947610565,0.1506916608769413,0.11318659028686462,0.00018827474122584675,0.005063886586400335,0.0012612065387570537
0.05669498119832539,0.14879446146152508,0.08745211686054766,0.00013945626498101937,0.0004227002960958126,0.00022215523483137822
0.05124216257815717,0.17578120555138477,0.08031720187457103,0.0006558980513855506,0.001790151584721733,0.0003313188268408984
0.038977136465201734,0.14340951410862213,0.11519399055369339,5.6938715480958635e-05,0.0028697944186779623,0.000570563203860841
0.032443262204896905,0.1574460387734754,0.11201018146806052,0.0008112008062134413,0.004005679117505823,0.0007956540137542545
0.045193056411596655,0.1377440687981898,0.09249649840184948,0.0008672328326274625,0.009089191781711414,0.0005814162548937185
0.02832846467683714,0.1656170236317157,0.10223546556647256,7.096901965841784e-05,0.0056992165186091626,0.0007402492428016938
0.04892001094060283,0.16567981844538415,0.08658992366396645,2.8100331047165028e-05,0.0026602558493864503,0.0004828611922350623
0.03888053539329317,0.16457896229002966,0.10332745840844093,5.861833921372295e-05,9.581466695685048e-05,0.00015877896119265156
0.050934318908537723,0.13649399961146436,0.09447092542791846,2.65750028103362e-05,0.0012422602985423525,0.000601862765772565
0.03711051356157247,0.16126934686075312,0.11127929064033748,0.000844354921223589,0.0020608908232506717,0.0016103247417402766
0.04794470951073526,0.19303930182985685,0.10807915764724418,5.648342577257992e-05,0.002295097369084065,0.004649321532906203
0.04241003506531882,0.1283659794864911,0.11075359905250082,1.5556216765855169e-06,0.0015380544589754797,0.0012845352282255806
0.04850741916380974,0.1316554108910577,0.09008738674663974,1.3160485834662339e-05,0.004750153202192631,0.0006315302150506907
0.06094928078409223,0.16972183770135263,0.08394138442258914,6.556930367107583e-06,0.004736932572813601,0.0022454374655140885
0.033817216246368687,0.14539439684010147,0.09692385038488294,0.001717747743880449,0.001447910253323914,9.148181337259587e-05
0.05673905907056809,0.13992327773679036,0.06844461561894688,0.00018694246445249973,0.003256601568327744,1.8487720358617565e-05
0.04004159756560843,0.18300478875670811,0.07587282601739509,0.0011323927223527708,0.0015308136528120464,0.0007840027162306917
0.03967462776350639,0.16835680653238305,0.11365325165237261,0.0015728100653689125,0.0010637337483017095,0.00011822034061947928
0.03892335647800804,0.17174906662136957,0.12097448744132555,0.0007480575753724406,0.0029028897646153906,0.0009524631079280699
0.030542408400808907,0.16097054716923198,0.09826473025273419,0.0004654989039263313,0.00014115110807111364,0.0004238192785567252
0.05790191906712372,0.15269450116990635,0.08512014287841596,0.00048322852587179277,0.0037589227400403047,0.0003716234021067244
0.050823604363709474,0.16547334987022488,0.11567148255630366,2.2570216599016035e-06,0.0010724129631508594,0.0046659607310757245
0.0542565308026578,0.17488134243819353,0.08039146283039467,5.174807612062793e-05,0.004007994500446865,2.1526487137268902e-07
0.0428413672708895,0.1451926922696376,0.09710051280732668,0.00017915889326924894,0.004173801205237582,2.998892096206518e-06
0.0348493880514662,0.1694128683002828,0.10043153709425545,0.00011979682475382614,0.005009868897422942,4.535601953870039e-05
0.036433379279014355,0.15246326202919813,0.12454266652596735,0.00025148264716645663,0.0001285172107315935,0.0003187150148635798
0.04893733669569733,0.13070894297887736,0.09776082932363306,1.5218133152195001e-05,0.0017512133262866936,0.0013761076981143594
0.045330968070848354,0.1460978941781036,0.10778627720102996,7.886835772008549e-05,0.0006819312540332634,0.003803854207206081
0.04342176766763972,0.1779054146674296,0.09499434701763199,0.00015500247092703479,0.0016375182972436786,0.0017243273758755784
0.03435215266276004,0.16600193298625876,0.13057378185396773,0.0007306755853125901,0.0017733437730668156,0.0020491670908152626
0.03399625791724681,0.17102920976185698,0.08441002209214765,0.004357111309646444,0.0004951890633962952,9.935315805187361e-05
0.049956097776270525,0.1427965573463077,0.09908392079054051,1.2025098954371316e-06,0.0019269263720117502,0.0007415560915919883
0.04849658936882173,0.16626715798070646,0.11206358496101865,0.00013788813576010028,0.0018482694206873873,0.0024708020837058697
0.03873290982650279,0.1493822690036649,0.10561254919763352,8.373339599687668e-06,0.005146207863081509,0.0015225105772811443
0.05095666946276667,0.17882824907814077,0.09302418554610936,0.00047636021814601026,0.006489051185219363,0.0005428180871673849
0.0724625106115071,0.1317977957088805,0.09353198235550586,5.6327815745826904e-05,0.002692650353798398,0.0016448220912242961
0.052373458404848305,0.1355489412954366,0.09780455573010816,0.00012810689049946866,0.0024229416024721395,0.00035191876937801236
0.04491695260481454,0.16245255843307793,0.08257684901795126,0.003925068007014643,0.0037223747129371265,1.1698339433929839e-05
0.04148489688978618,0.16917637457631118,0.08734194867402911,1.184324318537211e-05,0.003454087410707074,0.0013134886719708971
0.04899623170840561,0.11429131622498045,0.09807358989943449,0.0007055553284610605,0.005409110478619805,0.0005191085328043465
0.052946970450627684,0.13066077406551635,0.13173926386611612,0.0008548358179369941,0.0006673196464980213,0.0006405161074272137
0.04111749923706631,0.15876064719254435,0.09772691574373116,0.00012638581434798457,0.003772764099957082,0.0006431837463732881
0.03848329286939478,0.15351483879730488,0.10789462560209617,0.0009195700724888844,0.011565197024332785,0.006623551591109167
0.04113105566485775,0.14979303626279872,0.1213117765566255,0.005837591160109845,0.0017222552639798439,0.0030981581658294788
0.03663048356804954,0.16515011780621425,0.10510729991056456,0.0006686070190939919,0.0026814404349172483,0.00034677242160485733
0.04192237233652163,0.18615974392703016,0.10079540779401619,2.6881413013324362e-06,0.0007828821231841143,0.00021018665932459601
0.05371487969145894,0.1680427504770785,0.10570565638004392,0.0001956182350445479,0.004562252207739204,0.0007970721766548117
0.04172165840739528,0.145142838333015,0.09329046413204778,0.00123888053401211,0.0020943510942700305,0.00040978245553036086
0.038100701038733864,0.16981331115620335,0.10044378701462031,0.0007556925297801387,0.0014253394651765339,0.001006252920050299
0.027973016996247435,0.15782423896604458,0.10837743775750064,0.0007856678909096138,0.001956157599934172,0.00024969639307470537
0.046924792218673406,0.1718692111413821,0.0885359270358067,0.003421737875706543,0.0020685156634713264,0.0001828708102277199
0.05273349663535787,0.18891806094095442,0.08668989887724321,3.8644981628088715e-06,0.0059591254315077835,0.0007819869929541756
0.04685296754495483,0.18864583587703876,0.11770626152206698,0.0005554904558501272,0.005403075713770744,0.004712257430960931
0.03073735893793872,0.1610694407122394,0.09897866906306374,0.0008913420311670306,0.0025754750061026677,2.414482831669673e-06
0.057055567608835456,0.14292423932161735,0.10482704513042673,0.0005243169142676862,0.006780519318703604,0.0003633435482709446
0.03757791364102159,0.18875591600785602,0.08717918641064959,3.3400324478405352e-06,0.0029281657860028565,0.00119723860269505
0.04445878806816406,0.14488463542272845,0.07698888094796164,3.865854243434441e-05,0.004248513873154058,0.0007474799056403914
0.050625734457581006,0.14089848063023425,0.06668782056843425,0.0013159738387442665,0.0042787415298077836,0.0015432093933215318
