year,org,ein,class,group_id_guess,name,new_group_id,remove,final_id
2004,WEST VIRGINIA COAL ASSOCIATION,55-0307050,officers,55-0307050_72,Wayne H. Stanley,,,55-0307050_72
2004,WEST VIRGINIA COAL ASSOCIATION,55-0307050,officers,55-0307050_73,Doug Dahl,,,55-0307050_73
2004,WEST VIRGINIA COAL ASSOCIATION,55-0307050,officers,55-0307050_74,Alfred Verardi,,,55-0307050_74
2019,WEST VIRGINIA COAL ASSOCIATION,55-0307050,officers,55-0307050_8,WD BURKE,,,55-0307050_8
2019,WEST VIRGINIA COAL ASSOCIATION,55-0307050,officers,55-0307050_9,MIKE CAREY,,,55-0307050_9
2018,WEST VIRGINIA COAL ASSOCIATION,55-0307050,officers,55-0307050_9,MIKE CAREY,,,55-0307050_9
2017,WEST VIRGINIA COAL ASSOCIATION,55-0307050,officers,55-0307050_9,MIKE CAREY,,,55-0307050_9
2020,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_0,KORY SWANSON,,,56-1656943_0
2019,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_0,KORY SWANSON,,,56-1656943_0
2018,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_0,KORY SWANSON,,,56-1656943_0
2017,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_0,KORY SWANSON,,,56-1656943_0
2016,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_0,KORY SWANSON,,,56-1656943_0
2015,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_0,KORY SWANSON,,,56-1656943_0
2014,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_0,KORY SWANSON,,,56-1656943_0
2013,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_0,KORY SWANSON,,,56-1656943_0
2012,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_0,KORY SWANSON,,,56-1656943_0
2011,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_0,KORY SWANSON,,,56-1656943_0
2010,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_0,KORY SWANSON,,,56-1656943_0
2009,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_0,KORY SWANSON,,,56-1656943_0
2008,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_0,KORY SWANSON,,,56-1656943_0
2007,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_0,KORY SWANSON,,,56-1656943_0
2006,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_0,KORY SWANSON,,,56-1656943_0
2005,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_0,KORY SWANSON,,,56-1656943_0
2004,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_0,KORY SWANSON,,,56-1656943_0
2020,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_1,WILLIAM F GILBERT,,,56-1656943_1
2019,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_1,WILLIAM F GILBERT,,,56-1656943_1
2020,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_10,EDWIN M THOMAS,,,56-1656943_10
2019,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_10,EDWIN M THOMAS,,,56-1656943_10
2019,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_11,BRAD MULLER,,,56-1656943_11
2015,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_12,DONALD CARRINGTON,,,56-1656943_12
2006,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_12,DON CARRINGTON,,,56-1656943_12
2005,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_12,DON CARRINGTON,,,56-1656943_12
2004,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_12,DON CARRINGTON,,,56-1656943_12
2003,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_12,DON CARRINGTON ,,,56-1656943_12
2002,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_12,DON CARRINGTON,,,56-1656943_12
2001,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_12,DON CARRINGTON,,,56-1656943_12
2000,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_12,DON CARRINGTON,,,56-1656943_12
2015,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_13,REBECCA GRAY,,,56-1656943_13
2015,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_14,ROY CORDATO,,,56-1656943_14
2006,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_14,RAY CORDATO,,,56-1656943_14
2005,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_14,RAY CORDATO,,,56-1656943_14
2004,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_14,RAY CORDATO,,,56-1656943_14
2015,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_15,PAIGE HAMP,,,56-1656943_15
2015,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_16,HERB BERKOWITZ,,,56-1656943_16
2014,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_16,HERB BERKOWITZ,,,56-1656943_16
2013,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_16,HERB BERKOWITZ,,,56-1656943_16
2012,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_16,HERB BERKOWITZ,,,56-1656943_16
2011,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_16,HERB BERKOWITZ,,,56-1656943_16
2010,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_16,HERB BERKOWITZ,,,56-1656943_16
2008,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_16,Herb Berkowitz,,,56-1656943_16
2007,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_16,Herb Berkowitz,,,56-1656943_16
2006,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_16,Herb Berkowitz,,,56-1656943_16
2015,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_17,CHARLES S CARTER,,,56-1656943_17
2014,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_17,CHARLES S CARTER,,,56-1656943_17
2013,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_17,CHARLES S CARTER,,,56-1656943_17
2012,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_17,CHARLES S CARTER,,,56-1656943_17
2011,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_17,CHARLES S CARTER,,,56-1656943_17
2010,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_17,CHARLES S CARTER,,,56-1656943_17
2008,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_17,Charles S. Carter,,,56-1656943_17
2007,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_17,Charles S. Carter,,,56-1656943_17
2003,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_18,DR. JAMES S FULGHAM ,,,56-1656943_18
2015,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_18,DR JAMES S FULGHUM,,,56-1656943_18
2014,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_18,DR JAMES S FULGHUM,,,56-1656943_18
2013,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_18,DR JAMES S FULGHUM,,,56-1656943_18
2012,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_18,DR JAMES S FULGHUM,,,56-1656943_18
2011,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_18,DR JAMES S FULGHUM,,,56-1656943_18
2010,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_18,DR JAMES S FULGHUM,,,56-1656943_18
2008,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_18,Dr. James S. Fulghum,,,56-1656943_18
2007,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_18,Dr. James S. Fulghum,,,56-1656943_18
2006,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_18,Dr. James S. Fulghum,,,56-1656943_18
2002,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_18,DR JAMES S FULGHUM,,,56-1656943_18
2001,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_18,DR JAMES S FULGHUM,,,56-1656943_18
2000,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_18,DR. JAMES S. FULGHUM,,,56-1656943_18
2015,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_19,CHARLES F FULLER,,,56-1656943_19
2014,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_19,CHARLES F FULLER,,,56-1656943_19
2013,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_19,CHARLES F FULLER,,,56-1656943_19
2012,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_19,CHARLES F FULLER,,,56-1656943_19
2011,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_19,CHARLES F FULLER,,,56-1656943_19
2010,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_19,CHARLES F FULLER,,,56-1656943_19
2008,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_19,Charles F. Fuller,,,56-1656943_19
2007,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_19,Charles F. Fuller,,,56-1656943_19
2020,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_2,AMY COOKE,,,56-1656943_2
2015,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_20,ASSAD MEYMANDI MD PHD,,,56-1656943_20
2014,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_20,ASSAD MEYMANDI MD PHD,,,56-1656943_20
2013,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_20,ASSAD MEYMANDI MD PHD,,,56-1656943_20
2012,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_20,ASSAD MEYMANDI MD PHD,,,56-1656943_20
2011,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_20,ASSAD MEYMANDI MD PHD,,,56-1656943_20
2010,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_20,ASSAD MEYMANDI MD PHD,,,56-1656943_20
2003,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_20,DR ASSAD MEYMANDI,,,56-1656943_20
2002,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_20,DR ASSAD MEYMANDI,,,56-1656943_20
2001,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_20,DR ASSAD MEYMANDI,,,56-1656943_20
2000,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_20,DR. ASSAD MEYMANDI,,,56-1656943_20
2015,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_21,BAKER A MITCHELL JR,,,56-1656943_21
2014,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_21,BAKER A MITCHELL JR,,,56-1656943_21
2013,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_21,BAKER A MITCHELL JR,,,56-1656943_21
2012,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_21,BAKER A MITCHELL JR,,,56-1656943_21
2011,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_21,BAKER A MITCHELL JR,,,56-1656943_21
2010,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_21,BAKER A MITCHELL JR,,,56-1656943_21
2008,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_21,"Baker A. Mitchell, Jr",,,56-1656943_21
2007,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_21,"Baker A. Mitchell, Jr.",,,56-1656943_21
2006,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_21,"Baker A. Mitchell, Jr. ",,,56-1656943_21
2003,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_21,"BAKER A. MITCHELL, JR.",,,56-1656943_21
2002,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_21,BAKER A MITCHELL JR,,,56-1656943_21
2015,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_22,DR CARL MUMPOWER,,,56-1656943_22
2014,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_22,DR CARL MUMPOWER,,,56-1656943_22
2013,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_22,DR CARL MUMPOWER,,,56-1656943_22
2012,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_22,DR CARL MUMPOWER,,,56-1656943_22
2011,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_22,DR CARL MUMPOWER,,,56-1656943_22
2010,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_22,DR CARL MUMPOWER,,,56-1656943_22
2008,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_22,Dr. Carl Mumpower,,,56-1656943_22
2007,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_22,Dr. Carl Mumpower,,,56-1656943_22
2006,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_22,Dr. Carl Mumpower,,,56-1656943_22
2015,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_23,J M BRYAN TAYLOR,,,56-1656943_23
2014,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_23,J M BRYAN TAYLOR,,,56-1656943_23
2013,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_23,J M BRYAN TAYLOR,,,56-1656943_23
2012,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_23,J M BRYAN TAYLOR,,,56-1656943_23
2011,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_23,J M BRYAN TAYLOR,,,56-1656943_23
2010,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_23,J M BRYAN TAYLOR,,,56-1656943_23
2015,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_24,ANDY WELLS,,,56-1656943_24
2014,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_24,ANDY WELLS,,,56-1656943_24
2013,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_24,ANDY WELLS,,,56-1656943_24
2012,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_24,ANDY WELLS,,,56-1656943_24
2011,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_24,ANDY WELLS,,,56-1656943_24
2010,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_24,ANDY WELLS,,,56-1656943_24
2008,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_24,Andy Wells,,,56-1656943_24
2007,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_24,Andy Wells,,,56-1656943_24
2006,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_24,Andy Wells,,,56-1656943_24
2003,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_24,ANDY WELLS,,,56-1656943_24
2002,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_24,ANDY WELLS,,,56-1656943_24
2001,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_24,ANDY WELLS,,,56-1656943_24
2000,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_24,ANDY WELLS,,,56-1656943_24
2012,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_25,BRUCE BABCOCK,,,56-1656943_25
2011,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_25,BRUCE BABCOCK,,,56-1656943_25
2010,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_25,BRUCE BABCOCK,,,56-1656943_25
2008,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_25,Bruce Babcock,,,56-1656943_25
2007,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_25,Bruce Babcock,,,56-1656943_25
2006,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_25,Bruce Babcock,,,56-1656943_25
2003,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_25,BRUCE BABCOCK,,,56-1656943_25
2002,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_25,BRUCE BABCOCK,,,56-1656943_25
2001,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_25,BRUCE BABCOCK,,,56-1656943_25
2000,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_25,BRUCE BABCOCK,,,56-1656943_25
2012,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_26,ROBERT L LUDDY,,,56-1656943_26
2011,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_26,ROBERT L LUDDY,,,56-1656943_26
2010,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_26,ROBERT L LUDDY,,,56-1656943_26
2008,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_26,Robert L. Luddy,,,56-1656943_26
2007,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_26,Robert L. Luddy,,,56-1656943_26
2006,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_26,Robert L. Luddy,,,56-1656943_26
2003,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_26,ROBERT L. LUDDY ,,,56-1656943_26
2002,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_26,ROBERT L LUDDY,,,56-1656943_26
2001,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_26,ROBERT L LUDDY,,,56-1656943_26
2000,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_26,ROBERT L. LUDDY,,,56-1656943_26
2012,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_27,J ARTHUR POPE,,,56-1656943_27
2011,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_27,J ARTHUR POPE,,,56-1656943_27
2010,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_27,J ARTHUR POPE,,,56-1656943_27
2008,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_27,J. Arthur Pope,,,56-1656943_27
2007,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_27,J. Arthur Pope,,,56-1656943_27
2006,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_27,J. Arthur Pope,,,56-1656943_27
2003,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_27,J. ARTHUR POPE,,,56-1656943_27
2002,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_27,J ARTHUR POPE,,,56-1656943_27
2001,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_27,J ARTHUR POPE,,,56-1656943_27
2000,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_27,J. ARTHUR POPE,,,56-1656943_27
2012,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_28,THOMAS H ROBERG,,,56-1656943_28
2011,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_28,THOMAS H ROBERG,,,56-1656943_28
2010,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_28,THOMAS H ROBERG,,,56-1656943_28
2008,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_28,Thomas H. Roberg,,,56-1656943_28
2007,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_28,Thomas H. Roberg,,,56-1656943_28
2006,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_28,Thomas H. Roberg,,,56-1656943_28
2003,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_28,THOMAS H ROBERG,,,56-1656943_28
2008,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_29,"Robert L. Stowe, III",,,56-1656943_29
2007,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_29,"Robert L. Stowe, III",,,56-1656943_29
2006,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_29,"Robert L. Stowe, III",,,56-1656943_29
2020,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_3,BILL GRAHAM,,,56-1656943_3
2019,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_3,BILL GRAHAM,,,56-1656943_3
2015,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_3,BILL GRAHAM,,,56-1656943_3
2014,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_3,BILL GRAHAM,,,56-1656943_3
2013,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_3,BILL GRAHAM,,,56-1656943_3
2012,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_3,BILL GRAHAM,,,56-1656943_3
2011,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_3,BILL GRAHAM,,,56-1656943_3
2010,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_3,BILL GRAHAM,,,56-1656943_3
2008,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_3,Bill Graham,,,56-1656943_3
2007,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_3,Bill Graham,,,56-1656943_3
2006,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_3,Bill Graham,,,56-1656943_3
2008,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_30,"Assad Meymandi, MD, PhD, DLFAPA",,,56-1656943_30
2007,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_30,"Assad Meymandi, MD, PhD, DLFAPA",,,56-1656943_30
2006,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_30,"Assad Meymandi, MD, PhD, DLFAPA",,,56-1656943_30
2007,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_31,Tula Carter Robbins,,,56-1656943_31
2006,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_31,Tula Carter Robbins,,,56-1656943_31
2003,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_31,TULA CARTER ROBBINS,,,56-1656943_31
2002,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_31,TULA CARTER ROBBINS,,,56-1656943_31
2001,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_31,TULA CARTER ROBBINS,,,56-1656943_31
2000,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_31,TULA CARTER ROBBINS,,,56-1656943_31
2007,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_32,James B. Culbertson,,,56-1656943_32
2006,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_32,James B. Culbertson,,,56-1656943_32
2006,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_33,Maria Ochoa,,,56-1656943_33
2003,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_34,JOHN H CARRINGTON,,,56-1656943_34
2002,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_34,JOHN H CARRINGTON,,,56-1656943_34
2001,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_34,JOHN H CARRINGTON,,,56-1656943_34
2000,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_34,JOHN H. CARRINGTON,,,56-1656943_34
2003,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_35,DR. SANDRA JANE FEARRINGTON ,,,56-1656943_35
2002,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_35,DR SANDRA JANE FEARRINGTON,,,56-1656943_35
2001,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_35,DR SANDRA JANE FEARRINGTON,,,56-1656943_35
2000,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_35,DR. SANDRA JANE FEARRINGTON,,,56-1656943_35
2003,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_36,WILLIAM T GRAHAM ,56-1656943_3,,56-1656943_3
2002,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_36,WILLIAM T GRAHAM,56-1656943_3,,56-1656943_3
2001,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_36,WILLIAM T GRAHAM,56-1656943_3,,56-1656943_3
2000,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_36,WILLIAM T. GRAHAM,56-1656943_3,,56-1656943_3
2003,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_37,DR. B LEE KINDBERG,,,56-1656943_37
2003,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_38,WILLIAM F. MAREADY ,,,56-1656943_38
2002,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_38,WILLIAM F MAREADY,,,56-1656943_38
2001,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_38,WILLIAM F MAREADY,,,56-1656943_38
2000,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_38,WILLIAM F. MAREADY,,,56-1656943_38
2003,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_39,JESS WARD,,,56-1656943_39
2002,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_39,JESSE WARD,,,56-1656943_39
2001,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_39,JESSE WARD,,,56-1656943_39
2000,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_39,JESSE WARD,,,56-1656943_39
2015,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_4,JON HAM,,,56-1656943_4
2020,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_4,JOHN HOOD,,,56-1656943_4
2019,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_4,JOHN HOOD,,,56-1656943_4
2015,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_4,JOHN HOOD,,,56-1656943_4
2014,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_4,JOHN HOOD,,,56-1656943_4
2013,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_4,JOHN HOOD,,,56-1656943_4
2012,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_4,JOHN HOOD,,,56-1656943_4
2011,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_4,JOHN HOOD,,,56-1656943_4
2010,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_4,JOHN HOOD,,,56-1656943_4
2009,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_4,JOHN HOOD,,,56-1656943_4
2008,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_4,JOHN HOOD,,,56-1656943_4
2008,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_4,"John M, Hood",,,56-1656943_4
2007,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_4,JOHN HOOD,,,56-1656943_4
2007,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_4,John M. Hood,,,56-1656943_4
2006,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_4,JOHN HOOD,,,56-1656943_4
2006,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_4,"John M, Hood",,,56-1656943_4
2005,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_4,JOHN HOOD,,,56-1656943_4
2004,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_4,JOHN HOOD,,,56-1656943_4
2003,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_4,JOHN M. HOOD,,,56-1656943_4
2002,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_4,JOHN HOOD,,,56-1656943_4
2002,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_4,JOHN M HOOD,,,56-1656943_4
2001,JOHN LOCKE FOUNDATION,56-1656943,officers,56-1656943_4,JOHN HOOD,,,56-1656943_4
