year,org,ein,class,group_id_guess,name,new_group_id,remove,final_id
2008,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_63,Robert M. Allessio,,,13-0431590_63
2009,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_64,Robert W. Best,,,13-0431590_64
2008,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_64,Robert W. Best,,,13-0431590_64
2004,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_64,Robert W. Best,,,13-0431590_64
2002,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_64,Robert W. BEst,,,13-0431590_64
2009,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_65,"James H. DeGraffenreidt, Jr.",,,13-0431590_65
2002,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_65,James H. DeGraffenreidt,,,13-0431590_65
2004,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_65,James H. DeGratfenreidt,,,13-0431590_65
2008,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_65,"James H. DgGraffenreidt, Jr",,,13-0431590_65
2008,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_66,Allan K. Allred,,,13-0431590_66
2008,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_67,Mark S. Dodson,,,13-0431590_67
2008,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_68,Edward J. Graham,,,13-0431590_68
2008,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_69,William D. Harvey,,,13-0431590_69
2018,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_7,SCOTT M PROCHAZKA,,,13-0431590_7
2008,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_70,Chris Hermann,,,13-0431590_70
2004,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_70,Chris Hermann,,,13-0431590_70
2008,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_71,Robert T. Howard,,,13-0431590_71
2007,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_72,Jay A. Copan,,,13-0431590_72
2005,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_72,Jay A. Copan,,,13-0431590_72
2004,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_72,Jay A. Copan,,,13-0431590_72
2002,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_72,Jay A. Copan,,,13-0431590_72
2007,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_73,Gary L. Rainwater,,,13-0431590_73
2007,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_74,"John B, Williamson, III",,,13-0431590_74
2002,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_74,John B. Williamson III,,,13-0431590_74
2007,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_75,Philip C. Ackerman,,,13-0431590_75
2002,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_75,Philic C. Ackerman,,,13-0431590_75
2007,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_76,William C. Glynn,,,13-0431590_76
2007,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_77,Jay L. Johnson,,,13-0431590_77
2007,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_78,Cheryl W. Grise,,,13-0431590_78
2007,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_79,Carey B. Lykins,,,13-0431590_79
2018,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_8,PIERCE H NORTON II,,,13-0431590_8
2017,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_8,PIERCE H NORTON II,,,13-0431590_8
2016,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_8,Pierce H Norton II,,,13-0431590_8
2015,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_8,Pierce H Norton II,,,13-0431590_8
2007,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_80,Stephen P. Reynolds,,,13-0431590_80
2005,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_80,Stephen P. Reynolds,,,13-0431590_80
2007,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_81,Walter M. Higgins,,,13-0431590_81
2002,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_81,Walter M. Higgins,,,13-0431590_81
2007,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_82,Phillip D. Wright,,,13-0431590_82
2007,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_83,"George A. Schreiber, Jr.",,,13-0431590_83
2007,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_84,Byron R. Kelley,,,13-0431590_84
2007,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_85,Dale Klappa,,,13-0431590_85
2005,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_85,Dale Klappa,,,13-0431590_85
2005,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_86,Ralph Izzo,,,13-0431590_86
2005,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_87,Kent Larson,,,13-0431590_87
2002,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_87,Kent Larson,,,13-0431590_87
2002,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_87,Kenneth G. Lawrence,,,13-0431590_87
2005,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_88,Douglas H. Yaeger,,,13-0431590_88
2002,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_88,Douglas H. Yaeger,,,13-0431590_88
2005,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_89,John G. Russell,,,13-0431590_89
2018,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_9,KURT ADAMS,,,13-0431590_9
2005,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_90,Gary G. Ely,,,13-0431590_90
2004,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_90,Gary G. Ely,,,13-0431590_90
2005,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_91,Gary L. Neale,,,13-0431590_91
2002,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_91,Gary L. Neale,,,13-0431590_91
2005,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_92,"Jospeh Lee, III",,,13-0431590_92
2004,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_93,Ronald D. Tipton,,,13-0431590_93
2002,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_93,Ronald D. Tipton,,,13-0431590_93
2004,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_94,Stephen J.J. Letwin,,,13-0431590_94
2004,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_95,James E. Rogers,13-0431590_144,,13-0431590_144
2004,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_96,David N. Griffiths,,,13-0431590_96
2002,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_96,David N. Griffiths,,,13-0431590_96
2004,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_97,Murray S. Gerber,,,13-0431590_97
2002,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_97,Murray S. Gerber,,,13-0431590_97
2004,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_98,Stephen E. Ewing,,,13-0431590_98
2002,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_98,Stephen E. Ewing,,,13-0431590_98
2004,AMERICAN GAS ASSOCIATION,13-0431590,officers,13-0431590_99,Thomas M. Patrick,,,13-0431590_99
2018,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_0,JACK N GERARD,,,13-0433430_0
2017,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_0,JACK N GERARD,,,13-0433430_0
2016,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_0,Jack N Gerard,,,13-0433430_0
2015,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_0,Jack N Gerard,,,13-0433430_0
2014,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_0,JACK N GERARD,,,13-0433430_0
2013,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_0,JACK N GERARD,,,13-0433430_0
2012,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_0,JACK N GERARD,,,13-0433430_0
2011,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_0,JACK N GERARD,,,13-0433430_0
2010,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_0,JACK N GERARD,,,13-0433430_0
2009,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_0,jack n gerard,,,13-0433430_0
2008,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_0,JACK N GERARD,,,13-0433430_0
2018,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_1,MICHAEL J SOMMERS,,,13-0433430_1
2018,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_10,LEE BOOTHBY,,,13-0433430_10
2017,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_10,LEE BOOTHBY,,,13-0433430_10
2004,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_100,Betty Anthony,,,13-0433430_100
2004,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_101,Dale R. Laurance,,,13-0433430_101
2004,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_102,Lynn Elsenhans,,,13-0433430_102
2004,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_103,J. Larry Nichols,13-0433430_93,,13-0433430_93
2009,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_11,THOMAS A Bannigan,,,13-0433430_11
2008,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_11,THOMAS A Bannigan,,,13-0433430_11
2018,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_11,THOMAS BURKE,13-0433430_120,,13-0433430_120
2017,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_11,THOMAS BURKE,13-0433430_120,,13-0433430_120
2016,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_11,Thomas Burke,13-0433430_120,,13-0433430_120
2015,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_11,Thomas Burke,13-0433430_120,,13-0433430_120
2014,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_11,THOMAS BURKE,13-0433430_120,,13-0433430_120
2018,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_12,WILLIE CHIANG,,,13-0433430_12
2009,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_13,JOHN A CARRIG,,,13-0433430_13
2008,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_13,JOHN A CARRIG,,,13-0433430_13
2018,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_13,JOHN CHRISTMANN,13-0433430_121,,13-0433430_121
2017,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_13,JOHN CHRISTMANN,13-0433430_121,,13-0433430_121
2008,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_14,BYRON M CAVANEY JR,,,13-0433430_14
2007,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_14,Bryon M red Cavaney,,,13-0433430_14
2006,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_14,Bryon M Red Cavaney,,,13-0433430_14
2005,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_14,Bryron M. Cavaney,,,13-0433430_14
2004,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_14,Bryron M. Cavaney,,,13-0433430_14
2018,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_14,BRIAN COFFMAN,13-0433430_122,,13-0433430_122
2018,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_15,BRUCE CULPEPPER,,,13-0433430_15
2017,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_15,BRUCE CULPEPPER,,,13-0433430_15
2016,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_15,Bruce Culpepper,,,13-0433430_15
2018,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_16,LISA DAVIS,,,13-0433430_16
2018,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_17,DAN DINGES,,,13-0433430_17
2017,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_17,DAN DINGES,,,13-0433430_17
2018,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_18,SUSAN DIO,,,13-0433430_18
2018,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_19,TIM DOVE,,,13-0433430_19
2018,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_2,MARTIN J DURBIN,,,13-0433430_2
2017,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_2,MARTIN J DURBIN,,,13-0433430_2
2016,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_2,Martin J Durbin,,,13-0433430_2
2012,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_2,MARTIN J DURBIN,,,13-0433430_2
2010,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_2,MARTIN J DURBIN,,,13-0433430_2
2017,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_20,FRANK J MACCHIAROLA,,,13-0433430_20
2016,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_20,Frank J Macchiarola,,,13-0433430_20
2017,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_21,KYLE B ISAKOWER,,,13-0433430_21
2016,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_21,Kyle B Isakower,,,13-0433430_21
2015,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_21,Kyle B Isakower,,,13-0433430_21
2014,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_21,KYLE B ISAKOWER,,,13-0433430_21
2013,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_21,KYLE B ISAKOWER,,,13-0433430_21
2012,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_21,KYLE B ISAKOWER,,,13-0433430_21
2011,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_21,KYLE B ISAKOWER,,,13-0433430_21
2010,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_21,KYLE B ISAKOWER,,,13-0433430_21
2017,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_22,ROBIN R RORICK,,,13-0433430_22
2016,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_22,Robin R Rorick,,,13-0433430_22
2015,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_22,Robin R Rorick,,,13-0433430_22
2017,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_23,ERIK G MILITO,,,13-0433430_23
2016,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_23,Erik G Milito,,,13-0433430_23
2015,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_23,Erik G Milito,,,13-0433430_23
2014,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_23,ERIK G MILITO,,,13-0433430_23
2013,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_23,ERIK G MILITO,,,13-0433430_23
2012,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_23,ERIK G MILITO,,,13-0433430_23
2011,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_23,ERIK G MILITO,,,13-0433430_23
2010,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_23,ERIK G MILITO,,,13-0433430_23
2017,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_24,LISA SALLEY,,,13-0433430_24
2016,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_24,Lisa Salley,,,13-0433430_24
2017,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_25,LINDA G ROZETT,,,13-0433430_25
2016,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_25,Linda G Rozett,,,13-0433430_25
2015,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_25,Linda G Rozett,,,13-0433430_25
2014,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_25,LINDA G ROZETT,,,13-0433430_25
2013,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_25,LINDA G ROZETT,,,13-0433430_25
2012,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_25,LINDA G ROZETT,,,13-0433430_25
2011,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_25,LINDA G ROZETT,,,13-0433430_25
2010,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_25,LINDA G ROZETT,,,13-0433430_25
2017,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_26,AMY L FARRELL,,,13-0433430_26
2017,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_27,KHALID S ALNAJI,,,13-0433430_27
2016,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_27,Khalid S Alnaji,,,13-0433430_27
2015,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_27,Khalid S Alnaji,,,13-0433430_27
2014,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_27,KHALID S ALNAJI,,,13-0433430_27
2013,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_27,KHALID S ALNAJI,,,13-0433430_27
2017,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_28,MARTIN S CRAIGHEAD,,,13-0433430_28
2016,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_28,Martin S Craighead,,,13-0433430_28
2015,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_28,Martin S Craighead,,,13-0433430_28
2014,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_28,MARTIN S CRAIGHEAD,,,13-0433430_28
2013,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_28,MARTIN S CRAIGHEAD,,,13-0433430_28
2017,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_29,TIM J CUTT,,,13-0433430_29
2016,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_29,Tim J Cutt,,,13-0433430_29
2015,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_29,Tim J Cutt,,,13-0433430_29
2014,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_29,TIM J CUTT,,,13-0433430_29
2018,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_3,MEGAN B BLOOMGREN,,,13-0433430_3
2017,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_3,MEGAN B BLOOMGREN,,,13-0433430_3
2016,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_30,Louis A Finkel,,,13-0433430_30
2015,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_30,Louis A Finkel,,,13-0433430_30
2014,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_30,LOUIS A FINKEL,,,13-0433430_30
2016,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_31,Joseph Bryant,,,13-0433430_31
2015,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_31,Joseph Bryant,,,13-0433430_31
2014,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_31,JOSEPH BRYANT,,,13-0433430_31
2013,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_31,JOSEPH BRYANT,,,13-0433430_31
2012,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_31,JOSEPH BRYANT,,,13-0433430_31
2011,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_31,JOSEPH BRYANT,,,13-0433430_31
2016,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_32,Stephen I Chazen,,,13-0433430_32
2015,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_32,Stephen I Chazen,,,13-0433430_32
2014,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_32,STEPHEN I CHAZEN,,,13-0433430_32
2013,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_32,STEPHEN I CHAZEN,,,13-0433430_32
2012,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_32,STEPHEN I CHAZEN,,,13-0433430_32
2011,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_32,STEPHEN I CHAZEN,,,13-0433430_32
2016,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_33,Ricardo Darre,,,13-0433430_33
2015,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_33,Ricardo Darre,,,13-0433430_33
2014,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_33,RICARDO DARRE,,,13-0433430_33
2016,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_34,Greg L Ebel,,,13-0433430_34
2015,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_35,Robert L Greco,,,13-0433430_35
2014,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_35,ROBERT L GRECO,,,13-0433430_35
2013,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_35,ROBERT L GRECO,,,13-0433430_35
2012,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_35,ROBERT L GRECO,,,13-0433430_35
2011,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_35,ROBERT L GRECO,,,13-0433430_35
2010,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_35,ROBERT L GRECO,,,13-0433430_35
2009,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_35,ROBERT L GRECO,,,13-0433430_35
2008,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_35,ROBERT L GRECO,,,13-0433430_35
2015,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_36,Jose G Uria,,,13-0433430_36
2015,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_37,Timothy C Felt,,,13-0433430_37
2012,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_37,TIMOTHY C FELT,,,13-0433430_37
2011,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_37,TIMOTHY C FELT,,,13-0433430_37
2010,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_37,TIMOTHY C FELT,,,13-0433430_37
2015,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_38,Greg C Garland,,,13-0433430_38
2015,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_39,Russell K Girling,,,13-0433430_39
2018,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_4,STACY R LINDEN,,,13-0433430_4
2017,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_4,STACY R LINDEN,,,13-0433430_4
2016,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_4,Stacy R Linden,,,13-0433430_4
2015,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_4,Stacy R Linden,,,13-0433430_4
2014,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_4,STACY R LINDEN,,,13-0433430_4
2014,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_40,HARRY M NG,,,13-0433430_40
2013,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_40,HARRY M NG,,,13-0433430_40
2012,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_40,HARRY M NG,,,13-0433430_40
2011,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_40,HARRY M NG,,,13-0433430_40
2010,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_40,HARRY M NG,,,13-0433430_40
2009,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_40,HARRY M NG,,,13-0433430_40
2008,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_40,HARRY M NG,,,13-0433430_40
2007,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_40,Harry Ng,,,13-0433430_40
2006,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_40,Harry Ng,,,13-0433430_40
2005,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_40,Harry Ng,,,13-0433430_40
2004,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_40,Harry Ng,,,13-0433430_40
2014,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_41,JOHN D MODINE,,,13-0433430_41
2013,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_41,JOHN D MODINE,,,13-0433430_41
2012,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_41,JOHN D MODINE,,,13-0433430_41
2010,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_41,JOHN D MODINE,,,13-0433430_41
2009,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_41,JOHN D MODINE,,,13-0433430_41
2008,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_41,JOHN D MODINE,,,13-0433430_41
2011,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_42,ALAN S ARMSTONG,,,13-0433430_42
2014,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_42,ALAN S ARMSTRONG,,,13-0433430_42
2013,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_42,ALAN S ARMSTRONG,,,13-0433430_42
2012,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_42,ALAN S ARMSTRONG,,,13-0433430_42
2014,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_43,JOHN BANNERMAN,,,13-0433430_43
2013,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_43,JOHN BANNERMAN,,,13-0433430_43
2012,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_43,JOHN BANNERMAN,,,13-0433430_43
2011,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_43,JOHN BANNERMAN,,,13-0433430_43
2007,AMERICAN PETROLEUM INSTITUTE,13-0433430,officers,13-0433430_43,James R Buhrmaster,13-0433430_119,,13-0433430_119
