ein1,ein2,weight
13-6006960,35-6056960,1
13-6006960,52-1455677,1
27-2277658,58-1691765,1
35-1320021,35-6056960,3
35-6056960,13-6006960,1
35-6056960,35-1320021,3
52-1455677,13-6006960,1
58-1691765,27-2277658,1
