ein1,ein2,weight
23-7432162,52-1527294,1
36-3309812,94-2528433,1
38-2701547,57-0952531,1
52-1527294,23-7432162,1
57-0952531,38-2701547,1
57-0952531,74-2524057,1
57-0952531,81-0393444,1
74-2524057,57-0952531,1
81-0393444,57-0952531,1
94-2528433,36-3309812,1
