org,year,name,position,normalized_name,first,last,middle
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2016,BONNIE BUCHANAN MATHESON,TRUSTEE,BONNIE BUCHANAN MATHESON,BONNIE,MATHESON,BUCHANAN
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2016,SUZANNA MCCUAN,TRUSTEE,SUZANNA MCCUAN,SUZANNA,MCCUAN,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2016,DAVID RAMAKER,TRUSTEE,DAVID RAMAKER,DAVID,RAMAKER,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2016,ALDEN LEE HANSON,TRUSTEE,ALDEN LEE HANSON,ALDEN,HANSON,LEE
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2016,RUTH A DOAN,ASSISTANT SE,RUTH A DOAN,RUTH,DOAN,A
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2016,DIANE DOW HULLET,TRUSTEE,DIANE DOW HULLET,DIANE,HULLET,DOW
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2016,ANDREW LIVERIS,TRUSTEE,ANDREW LIVERIS,ANDREW,LIVERIS,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2016,BEN ANDERSON,ASSOCIATE TR,BEN ANDERSON,BEN,ANDERSON,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2016,STEPHEN CARRAS,TRUSTEE,STEPHEN CARRAS,STEPHEN,CARRAS,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2016,WILLARD MOTT,TREASURER,WILLARD MOTT,WILLARD,MOTT,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2015,JENEE VELASQUEZ,EXECUTIVE DI,JENEE VELASQUEZ,JENEE,VELASQUEZ,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2015,MICHAEL LLOYD DOW,VICE PRESIDE,MICHAEL LLOYD DOW,MICHAEL,DOW,LLOYD
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2015,MACAULEY WHITING JR,PRESIDENT,MACAULEY WHITING,MACAULEY,WHITING,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2015,MARGARET E THOMPSON,SECRETARY,MARGARET E THOMPSON,MARGARET,THOMPSON,E
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2015,BONNIE BUCHANAN MATHESON,TRUSTEE,BONNIE BUCHANAN MATHESON,BONNIE,MATHESON,BUCHANAN
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2015,SUZANNA MCCUAN,TRUSTEE,SUZANNA MCCUAN,SUZANNA,MCCUAN,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2015,DAVID RAMAKER,TRUSTEE,DAVID RAMAKER,DAVID,RAMAKER,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2015,ALDEN LEE HANSON,TRUSTEE,ALDEN LEE HANSON,ALDEN,HANSON,LEE
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2015,RUTH A DOAN,ASSISTANT SE,RUTH A DOAN,RUTH,DOAN,A
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2015,DIANE DOW HULLET,TRUSTEE,DIANE DOW HULLET,DIANE,HULLET,DOW
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2015,ANDREW LIVERIS,TRUSTEE,ANDREW LIVERIS,ANDREW,LIVERIS,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2015,DELILAH OHRSTROM,ASSOCIATE TR,DELILAH OHRSTROM,DELILAH,OHRSTROM,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2015,BRIAN FRISELLE,ASSOCIATE TR,BRIAN FRISELLE,BRIAN,FRISELLE,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2015,STEPHEN CARRAS,TRUSTEE,STEPHEN CARRAS,STEPHEN,CARRAS,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2015,WILLARD MOTT,TREASURER,WILLARD MOTT,WILLARD,MOTT,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2015,CORRELL WHITING,ASSOCIATE TR,CORRELL WHITING,CORRELL,WHITING,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2014,JENEE VELASQUEZ,EXECUTIVE DI,JENEE VELASQUEZ,JENEE,VELASQUEZ,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2014,MICHAEL LLOYD DOW,VICE PRESIDE,MICHAEL LLOYD DOW,MICHAEL,DOW,LLOYD
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2014,MACAULEY WHITING JR.,TREASURER & PART,MACAULEY WHITING,MACAULEY,WHITING,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2014,MARGARET E. THOMPSON,SECRETARY,MARGARET E THOMPSON,MARGARET,THOMPSON,E
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2014,BONNIE BUCHANAN MATHESON,TRUSTEE,BONNIE BUCHANAN MATHESON,BONNIE,MATHESON,BUCHANAN
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2014,SUZANNA MCCUAN,TRUSTEE,SUZANNA MCCUAN,SUZANNA,MCCUAN,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2014,DAVID RAMAKER,TRUSTEE,DAVID RAMAKER,DAVID,RAMAKER,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2014,ALDEN LEE HANSON,TRUSTEE,ALDEN LEE HANSON,ALDEN,HANSON,LEE
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2014,RUTH A. DOAN,ASSISTANT SE,RUTH A DOAN,RUTH,DOAN,A
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2014,DIANE DOW HULLET,TRUSTEE,DIANE DOW HULLET,DIANE,HULLET,DOW
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2014,ANDREW LIVERIS,TRUSTEE,ANDREW LIVERIS,ANDREW,LIVERIS,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2014,MICAH RIECKER,ASSOCIATE TR,MICAH RIECKER,MICAH,RIECKER,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2014,ABIGAIL ANDERSON,ASSOCIATE TR,ABIGAIL ANDERSON,ABIGAIL,ANDERSON,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2014,STEPHEN CARRAS,TRUSTEE,STEPHEN CARRAS,STEPHEN,CARRAS,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2014,WILLARD MOTT,TRUSTEE,WILLARD MOTT,WILLARD,MOTT,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2014,MARGARET A. RIECKER,PART YR PRES,MARGARET A RIECKER,MARGARET,RIECKER,A
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2013,JENEE VELASQUEZ,EXECUTIVE DI,JENEE VELASQUEZ,JENEE,VELASQUEZ,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2013,MARGARET ANN RIECKER,PRESIDENT,MARGARET ANN RIECKER,MARGARET,RIECKER,ANN
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2013,MICHAEL LLOYD DOW,VICE PRESIDE,MICHAEL LLOYD DOW,MICHAEL,DOW,LLOYD
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2013,MACAULEY WHITING JR.,TREASURER,MACAULEY WHITING,MACAULEY,WHITING,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2013,MARGARET E. THOMPSON,SECRETARY,MARGARET E THOMPSON,MARGARET,THOMPSON,E
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2013,BONNIE BUCHANAN MATHESON,TRUSTEE,BONNIE BUCHANAN MATHESON,BONNIE,MATHESON,BUCHANAN
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2013,SUZANNA MCCUAN,TRUSTEE,SUZANNA MCCUAN,SUZANNA,MCCUAN,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2013,MACAULEY WHITING III,ASSOCIATE TR,MACAULEY WHITING,MACAULEY,WHITING,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2013,DAVID RAMAKER,TRUSTEE,DAVID RAMAKER,DAVID,RAMAKER,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2013,ELIAS BUCHANAN OHRSTROM,ASSOCIATE TR,ELIAS BUCHANAN OHRSTROM,ELIAS,OHRSTROM,BUCHANAN
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2013,ALDEN LEE HANSON,TRUSTEE,ALDEN LEE HANSON,ALDEN,HANSON,LEE
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2013,RUTH A. DOAN,TRUSTEE,RUTH A DOAN,RUTH,DOAN,A
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2013,DIANE DOW HULLET,TRUSTEE,DIANE DOW HULLET,DIANE,HULLET,DOW
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2013,ANDREW LIVERIS,TRUSTEE,ANDREW LIVERIS,ANDREW,LIVERIS,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2012,JENEE VELASQUEZ,EXECUTIVE DIRECTOR,JENEE VELASQUEZ,JENEE,VELASQUEZ,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2012,MARGARET ANN RIECKER,PRESIDENT/TRUSTEE,MARGARET ANN RIECKER,MARGARET,RIECKER,ANN
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2012,MICHAEL LLOYD DOW,VICE PRESIDENT/TRUSTEE,MICHAEL LLOYD DOW,MICHAEL,DOW,LLOYD
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2012,"MACAULEY WHITING, JR.",TREASURER/TRUSTEE,MACAULEY WHITING,MACAULEY,WHITING,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2012,MARGARET E. THOMPSON,SECRETARY/TRUSTEE,MARGARET E THOMPSON,MARGARET,THOMPSON,E
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2012,RUTH A. DOAN,TRUSTEE,RUTH A DOAN,RUTH,DOAN,A
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2012,DIANE DOW HULLET,TRUSTEE,DIANE DOW HULLET,DIANE,HULLET,DOW
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2012,BONNIE BUCHANAN MATHESON,TRUSTEE,BONNIE BUCHANAN MATHESON,BONNIE,MATHESON,BUCHANAN
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2012,WILLARD MOTT,TRUSTEE,WILLARD MOTT,WILLARD,MOTT,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2012,ALDEN LEE HANSON,TRUSTEE,ALDEN LEE HANSON,ALDEN,HANSON,LEE
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2012,DAVID RAMAKER,PART-YEAR TRUSTEE,DAVID RAMAKER,DAVID,RAMAKER,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2012,LAURA DUROCHER,ASSOCIATE TRUSTEE,LAURA DUROCHER,LAURA,DUROCHER,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2012,LYNN WHITE,ASSOCIATE TRUSTEE,LYNN WHITE,LYNN,WHITE,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2011,JENEE VELASQUEZ,EXECUTIVE DIRECTOR,JENEE VELASQUEZ,JENEE,VELASQUEZ,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2011,MARGARET ANN RIECKER,PRESIDENT/TRUSTEE,MARGARET ANN RIECKER,MARGARET,RIECKER,ANN
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2011,MICHAEL LLOYD DOW,VICE PRESIDENT/TRUSTEE,MICHAEL LLOYD DOW,MICHAEL,DOW,LLOYD
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2011,"MACAULEY WHITING, JR.",TREASURER/TRUSTEE,MACAULEY WHITING,MACAULEY,WHITING,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2011,MARGARET E. THOMPSON,SECRETARY/TRUSTEE,MARGARET E THOMPSON,MARGARET,THOMPSON,E
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2011,RUTH A. DOAN,TRUSTEE,RUTH A DOAN,RUTH,DOAN,A
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2011,JULIE C. ARBURY,PART-YEAR TRUSTEE,JULIE C ARBURY,JULIE,ARBURY,C
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2011,DIANE DOW HULLET,TRUSTEE,DIANE DOW HULLET,DIANE,HULLET,DOW
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2011,BONNIE BUCHANAN MATHESON,TRUSTEE,BONNIE BUCHANAN MATHESON,BONNIE,MATHESON,BUCHANAN
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2011,WILLARD MOTT,TRUSTEE,WILLARD MOTT,WILLARD,MOTT,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2011,CHARLES RIECKER,PART-YEAR TRUSTEE,CHARLES RIECKER,CHARLES,RIECKER,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2011,JOHN CARRAS,ASSOCIATE TRUSTEE,JOHN CARRAS,JOHN,CARRAS,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2011,SUZANNA MCCUAN,ASSOCIATE TRUSTEE,SUZANNA MCCUAN,SUZANNA,MCCUAN,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2011,MURDOCH MATHESON,PART-YEAR TRUSTEE,MURDOCH MATHESON,MURDOCH,MATHESON,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2011,LEE HANSON,PART-YEAR TRUSTEE,LEE HANSON,LEE,HANSON,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2011,DAVID RAMAKER,PART-YEAR TRUSTEE,DAVID RAMAKER,DAVID,RAMAKER,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2011,ANDREW LIVERIS,PART-YEAR TRUSTEE,ANDREW LIVERIS,ANDREW,LIVERIS,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2010,JENEE VELASQUEZ,EXECUTIVE DIRECTOR,JENEE VELASQUEZ,JENEE,VELASQUEZ,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2010,MARGARET ANN RIECKER,PRESIDENT/TRUSTEE,MARGARET ANN RIECKER,MARGARET,RIECKER,ANN
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2010,MICHAEL LLOYD DOW,VICE PRESIDENT/TRUSTEE,MICHAEL LLOYD DOW,MICHAEL,DOW,LLOYD
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2010,"MACAULEY WHITING, JR.",TREASURER/TRUSTEE,MACAULEY WHITING,MACAULEY,WHITING,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2010,MARGARET E. THOMPSON,SECRETARY/TRUSTEE,MARGARET E THOMPSON,MARGARET,THOMPSON,E
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2010,RUTH A. DOAN,TRUSTEE,RUTH A DOAN,RUTH,DOAN,A
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2010,JULIE C. ARBURY,TRUSTEE,JULIE C ARBURY,JULIE,ARBURY,C
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2010,DIANE DOW HULLET,TRUSTEE,DIANE DOW HULLET,DIANE,HULLET,DOW
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2010,BONNIE BUCHANAN MATHESON,TRUSTEE,BONNIE BUCHANAN MATHESON,BONNIE,MATHESON,BUCHANAN
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2010,WILLARD MOTT,TRUSTEE,WILLARD MOTT,WILLARD,MOTT,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2010,CHARLES RIECKER,ASSOCIATE TRUSTEE,CHARLES RIECKER,CHARLES,RIECKER,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2010,JOHN CARRAS,ASSOCIATE TRUSTEE,JOHN CARRAS,JOHN,CARRAS,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2010,SUZANNA MCCUAN,ASSOCIATE TRUSTEE,SUZANNA MCCUAN,SUZANNA,MCCUAN,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2009,JENEE VALASQUEZ,EXECUTIVE DIRECTOR,JENEE VALASQUEZ,JENEE,VALASQUEZ,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2009,MARGARET ANN RIECKER,PRESIDENT/TRUSTEE,MARGARET ANN RIECKER,MARGARET,RIECKER,ANN
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2009,MICHAEL LLOYD DOW,VICE PRESIDENT/TRUSTEE,MICHAEL LLOYD DOW,MICHAEL,DOW,LLOYD
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2009,MACAULEY WHITING JR.,TREASURER/TRUSTEE,MACAULEY WHITING,MACAULEY,WHITING,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2009,MARGARET E. THOMPSON,SECRETARY/TRUSTEE,MARGARET E THOMPSON,MARGARET,THOMPSON,E
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2009,HELEN DOW WHITING,TRUSTEE,HELEN DOW WHITING,HELEN,WHITING,DOW
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2009,RUTH DOAN,TRUSTEE,RUTH DOAN,RUTH,DOAN,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2009,JULIE C. ARBURY,TRUSTEE,JULIE C ARBURY,JULIE,ARBURY,C
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2009,DIANE HULLET,TRUSTEE,DIANE HULLET,DIANE,HULLET,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2009,ANDREW LIVERIS,TRUSTEE,ANDREW LIVERIS,ANDREW,LIVERIS,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2009,BONNIE B. MATHESON,TRUSTEE,BONNIE B MATHESON,BONNIE,MATHESON,B
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2009,TERENCE F. MOORE,TRUSTEE,TERENCE F MOORE,TERENCE,MOORE,F
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2009,WILLARD MOTT,TRUSTEE,WILLARD MOTT,WILLARD,MOTT,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2008,JENEE VELASQUEZ,EXECUTIVE DIRECTOR,JENEE VELASQUEZ,JENEE,VELASQUEZ,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2008,MARGARET ANN RIECKER,PRESIDENT/TRUSTEE,MARGARET ANN RIECKER,MARGARET,RIECKER,ANN
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2008,MICHAEL LLOYD DOW,VICE PRESIDENT/TRUSTEE,MICHAEL LLOYD DOW,MICHAEL,DOW,LLOYD
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2008,MACAULEY WHITING JR.,TREASURER/TRUSTEE,MACAULEY WHITING,MACAULEY,WHITING,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2008,MARGARET E. THOMPSON,SECRETARY/TRUSTEE,MARGARET E THOMPSON,MARGARET,THOMPSON,E
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2008,HELEN DOW WHITING,TRUSTEE,HELEN DOW WHITING,HELEN,WHITING,DOW
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2008,RUTH DOAN,TRUSTEE,RUTH DOAN,RUTH,DOAN,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2008,JULIE C. ARBURY,TRUSTEE,JULIE C ARBURY,JULIE,ARBURY,C
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2008,DIANE HULLET,TRUSTEE,DIANE HULLET,DIANE,HULLET,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2008,ANDREW LIVERIS,TRUSTEE,ANDREW LIVERIS,ANDREW,LIVERIS,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2008,BONNIE B. MATHESON,TRUSTEE,BONNIE B MATHESON,BONNIE,MATHESON,B
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2008,TERENCE F. MOORE,TRUSTEE,TERENCE F MOORE,TERENCE,MOORE,F
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2008,WILLIARD MOTT,TRUSTEE,WILLIARD MOTT,WILLIARD,MOTT,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2008,ROBERT R. MATHESON,ASSOCIATE TRUSTEE,ROBERT R MATHESON,ROBERT,MATHESON,R
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2008,HELEN WHITING COLLETTE,ASSOCIATE TRUSTEE,HELEN WHITING COLLETTE,HELEN,COLLETTE,WHITING
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2008,NAN HANSON,ASSOCIATE TRUSTEE,NAN HANSON,NAN,HANSON,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2007,JENEE VELASQUEZ,EXECUTIVE DIRECTOR,JENEE VELASQUEZ,JENEE,VELASQUEZ,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2007,MARGARET ANN RIECKER,PRESIDENT/TRUSTEE,MARGARET ANN RIECKER,MARGARET,RIECKER,ANN
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2007,BONNIE B. MATHESON,TRUSTEE,BONNIE B MATHESON,BONNIE,MATHESON,B
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2007,MICHAEL LLOYD DOW,VICE PRESIDENT/TRUSTEE,MICHAEL LLOYD DOW,MICHAEL,DOW,LLOYD
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2007,MARGARET E. THOMPSON,SECRETARY/TRUSTEE,MARGARET E THOMPSON,MARGARET,THOMPSON,E
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2007,HELEN DOW WHITING,TRUSTEE,HELEN DOW WHITING,HELEN,WHITING,DOW
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2007,RUTH H. BUCHANAN,TRUSTEE EMERITUS,RUTH H BUCHANAN,RUTH,BUCHANAN,H
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2007,JULIE C. ARBURY,TRUSTEE,JULIE C ARBURY,JULIE,ARBURY,C
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2007,DIANE HULLET,TRUSTEE,DIANE HULLET,DIANE,HULLET,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2007,ANDREW LIVERIS,TRUSTEE,ANDREW LIVERIS,ANDREW,LIVERIS,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2007,MACAULEY WHITING JR.,TREASURER/TRUSTEE,MACAULEY WHITING,MACAULEY,WHITING,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2007,TERENCE F. MOORE,TRUSTEE,TERENCE F MOORE,TERENCE,MOORE,F
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2007,WILLIARD MOTT,TRUSTEE,WILLIARD MOTT,WILLIARD,MOTT,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2007,RUTH DOAN,TRUSTEE,RUTH DOAN,RUTH,DOAN,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2006,JENEE VELASQUEZ,EXECUTIVE DIRECTOR,JENEE VELASQUEZ,JENEE,VELASQUEZ,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2006,PATRICIA ALBRECHT,ASSISTANT. TO THE TREASURER,PATRICIA ALBRECHT,PATRICIA,ALBRECHT,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2006,MARGARET E. THOMPSON,SECRETARY/TRUSTEE,MARGARET E THOMPSON,MARGARET,THOMPSON,E
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2006,DIANE HULLET,TRUSTEE,DIANE HULLET,DIANE,HULLET,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2006,MACAULEY WHITING JR.,TREASURER/TRUSTEE,MACAULEY WHITING,MACAULEY,WHITING,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2006,JENNIFER POTEAT,ASSOCIATE TRUSTEE,JENNIFER POTEAT,JENNIFER,POTEAT,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2006,WILLIARD MOTT,TRUSTEE,WILLIARD MOTT,WILLIARD,MOTT,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2006,MICHAEL LLOYD DOW,VICE PRESIDENT/TRUSTEE,MICHAEL LLOYD DOW,MICHAEL,DOW,LLOYD
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2006,RUTH H. BUCHANAN,TRUSTEE,RUTH H BUCHANAN,RUTH,BUCHANAN,H
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2006,LILLA OHRSTROM,ASSOCIATE TRUSTEE,LILLA OHRSTROM,LILLA,OHRSTROM,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2006,MARGARET ANN RIECKER,PRESIDENT/TRUSTEE,MARGARET ANN RIECKER,MARGARET,RIECKER,ANN
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2006,LEE HANSON,ASSOCIATE TRUSTEE,LEE HANSON,LEE,HANSON,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2006,TERENCE F. MOORE,TRUSTEE,TERENCE F MOORE,TERENCE,MOORE,F
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2006,ANDREW LIVERIS,TRUSTEE,ANDREW LIVERIS,ANDREW,LIVERIS,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2006,ELIZABETH LEWIS,ASSOCIATE TRUSTEE,ELIZABETH LEWIS,ELIZABETH,LEWIS,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2006,HELEN DOW WHITING,TRUSTEE,HELEN DOW WHITING,HELEN,WHITING,DOW
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2006,RUTH DOAN,TRUSTEE,RUTH DOAN,RUTH,DOAN,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2006,BONNIE B. MATHESON,TRUSTEE,BONNIE B MATHESON,BONNIE,MATHESON,B
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2006,JOHN E. RIECKER,ASSISTANT. TO THE SECRETARY,JOHN E RIECKER,JOHN,RIECKER,E
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2006,JULIE C. ARBURY,TRUSTEE,JULIE C ARBURY,JULIE,ARBURY,C
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2005,ELYSE M. ROGERS,ASSISTANT. VICE PRESIDENT,ELYSE M ROGERS,ELYSE,ROGERS,M
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2005,JENEE VELASQUEZ,EXECUTIVE DIRECTOR,JENEE VELASQUEZ,JENEE,VELASQUEZ,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2005,PATRICIA ALBRECHT,ASSISTANT. TO THE TREASURER,PATRICIA ALBRECHT,PATRICIA,ALBRECHT,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2005,WILLARD MOTT,ASSOCIATE TRUSTEE,WILLARD MOTT,WILLARD,MOTT,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2005,JULIE C. ARBURY,TRUSTEE,JULIE C ARBURY,JULIE,ARBURY,C
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2005,MARGARET ANN RIECKER,PRESIDENT/TRUSTEE,MARGARET ANN RIECKER,MARGARET,RIECKER,ANN
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2005,MICHAEL LLOYD DOW,VP/TREASURER/TRUSTEE,MICHAEL LLOYD DOW,MICHAEL,DOW,LLOYD
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2005,ELIZABETH LEWIS,ASSOCIATE TRUSTEE,ELIZABETH LEWIS,ELIZABETH,LEWIS,
THE HERBERT H. AND GRACE A. DOW FOUNDATION,2005,TERENCE F. MOORE,TRUSTEE,TERENCE F MOORE,TERENCE,MOORE,F
