org,year,name,position,normalized_name,first,last,middle
PETROLEUM ALLIANCE OF OKLAHOMA THE,2009,DAVID CHERNICKY,DIRECTOR,DAVID CHERNICKY,DAVID,CHERNICKY,
PETROLEUM ALLIANCE OF OKLAHOMA THE,2009,DAVID HOUSE,DIRECTOR,DAVID HOUSE,DAVID,HOUSE,
PETROLEUM ALLIANCE OF OKLAHOMA THE,2009,"DEWEY F. BARTLETT, JR.",DIRECTOR,DEWEY F BARTLETT,DEWEY,BARTLETT,F
PETROLEUM ALLIANCE OF OKLAHOMA THE,2009,DOUGLAS R. CUMMINGS,DIRECTOR,DOUGLAS R CUMMINGS,DOUGLAS,CUMMINGS,R
PETROLEUM ALLIANCE OF OKLAHOMA THE,2009,F.W. BROWN,DIRECTOR,FW BROWN,FW,BROWN,
PETROLEUM ALLIANCE OF OKLAHOMA THE,2009,FRANK HARRISON,DIRECTOR,FRANK HARRISON,FRANK,HARRISON,
PETROLEUM ALLIANCE OF OKLAHOMA THE,2009,GENE HALLMAN,DIRECTOR,GENE HALLMAN,GENE,HALLMAN,
PETROLEUM ALLIANCE OF OKLAHOMA THE,2009,GEORGE DUNN,DIRECTOR,GEORGE DUNN,GEORGE,DUNN,
PETROLEUM ALLIANCE OF OKLAHOMA THE,2009,H. LESTER WALD,DIRECTOR,H LESTER WALD,H,WALD,LESTER
PETROLEUM ALLIANCE OF OKLAHOMA THE,2008,MICHAEL TERRY,PRESIDENT,MICHAEL TERRY,MICHAEL,TERRY,
PETROLEUM ALLIANCE OF OKLAHOMA THE,2007,MICHAEL TERRY,PRESIDENT,MICHAEL TERRY,MICHAEL,TERRY,
PETROLEUM ALLIANCE OF OKLAHOMA THE,2007,JEFFREY MCDOUGALL,TREASURER,JEFFREY MCDOUGALL,JEFFREY,MCDOUGALL,
PETROLEUM ALLIANCE OF OKLAHOMA THE,2007,MIKE MCDONALD,VICE-CHAIR,MIKE MCDONALD,MIKE,MCDONALD,
PETROLEUM ALLIANCE OF OKLAHOMA THE,2007,LEE BOOTHBY,SECRETARY,LEE BOOTHBY,LEE,BOOTHBY,
PETROLEUM ALLIANCE OF OKLAHOMA THE,2007,PATRICK COBB,VICE-CHAIR,PATRICK COBB,PATRICK,COBB,
PETROLEUM ALLIANCE OF OKLAHOMA THE,2007,JOHN W PILKINGTON,CHAIRMAN,JOHN W PILKINGTON,JOHN,PILKINGTON,W
PETROLEUM ALLIANCE OF OKLAHOMA THE,2006,JERAMY S RICH,PRESIDENT,JERAMY S RICH,JERAMY,RICH,S
PETROLEUM ALLIANCE OF OKLAHOMA THE,2006,JOHN W. PILKINGTON,VICE-CHAIRMAN,JOHN W PILKINGTON,JOHN,PILKINGTON,W
PETROLEUM ALLIANCE OF OKLAHOMA THE,2006,MIKE MCDONALD,VICE-CHAIRMAN,MIKE MCDONALD,MIKE,MCDONALD,
PETROLEUM ALLIANCE OF OKLAHOMA THE,2006,RONNIE IRANI,TREASURER,RONNIE IRANI,RONNIE,IRANI,
PETROLEUM ALLIANCE OF OKLAHOMA THE,2006,HAROLD HAMM,CHAIRMAN,HAROLD HAMM,HAROLD,HAMM,
PETROLEUM ALLIANCE OF OKLAHOMA THE,2006,MIKE CROSS,SECRETARY,MIKE CROSS,MIKE,CROSS,
PETROLEUM ALLIANCE OF OKLAHOMA THE,2005,MICHAEL THOMPSON,PRESIDENT,MICHAEL THOMPSON,MICHAEL,THOMPSON,
PETROLEUM ALLIANCE OF OKLAHOMA THE,2005,JERAMY S. RICH,PRESIDENT,JERAMY S RICH,JERAMY,RICH,S
PETROLEUM ALLIANCE OF OKLAHOMA THE,2005,B. J. REID,DIRECTOR,B J REID,B,REID,J
PETROLEUM ALLIANCE OF OKLAHOMA THE,2005,Ray H Potts,DIRECTOR,RAY H POTTS,RAY,POTTS,H
PETROLEUM ALLIANCE OF OKLAHOMA THE,2005,Mark Schell,DIRECTOR,MARK SCHELL,MARK,SCHELL,
PETROLEUM ALLIANCE OF OKLAHOMA THE,2005,Charles E. Harmon,DIRECTOR,CHARLES E HARMON,CHARLES,HARMON,E
PETROLEUM ALLIANCE OF OKLAHOMA THE,2005,John Patton,DIRECTOR,JOHN PATTON,JOHN,PATTON,
PETROLEUM ALLIANCE OF OKLAHOMA THE,2005,"Ramsey W. Drake, II",DIRECTOR,RAMSEY W DRAKE,RAMSEY,DRAKE,W
PETROLEUM ALLIANCE OF OKLAHOMA THE,2005,Mike Cantrell,DIRECTOR,MIKE CANTRELL,MIKE,CANTRELL,
PETROLEUM ALLIANCE OF OKLAHOMA THE,2005,Sean S. Cummings,DIRECTOR,SEAN S CUMMINGS,SEAN,CUMMINGS,S
PETROLEUM ALLIANCE OF OKLAHOMA THE,2005,MARK MONROE,PAST CHAIRMAN/DIR.,MARK MONROE,MARK,MONROE,
PETROLEUM ALLIANCE OF OKLAHOMA THE,2005,"W. Bland Williamson, Jr.",DIRECTOR,W BLAND WILLIAMSON,W,WILLIAMSON,BLAND
PETROLEUM ALLIANCE OF OKLAHOMA THE,2005,J. Terry Snider,DIRECTOR,J TERRY SNIDER,J,SNIDER,TERRY
PETROLEUM ALLIANCE OF OKLAHOMA THE,2005,Jeffrey J. McDougall,DIRECTOR,JEFFREY J MCDOUGALL,JEFFREY,MCDOUGALL,J
PETROLEUM ALLIANCE OF OKLAHOMA THE,2005,Tony C. Maranto,DIRECTOR,TONY C MARANTO,TONY,MARANTO,C
PETROLEUM ALLIANCE OF OKLAHOMA THE,2005,Rick Lewis,DIRECTOR,RICK LEWIS,RICK,LEWIS,
PETROLEUM ALLIANCE OF OKLAHOMA THE,2005,"Vaughn Vennerberg, II",DIRECTOR,VAUGHN VENNERBERG,VAUGHN,VENNERBERG,
PETROLEUM ALLIANCE OF OKLAHOMA THE,2005,John Gibbs,DIRECTOR,JOHN GIBBS,JOHN,GIBBS,
PETROLEUM ALLIANCE OF OKLAHOMA THE,2005,Sherman E. Smith,DIRECTOR,SHERMAN E SMITH,SHERMAN,SMITH,E
PETROLEUM ALLIANCE OF OKLAHOMA THE,2005,Linda Whittington,DIRECTOR,LINDA WHITTINGTON,LINDA,WHITTINGTON,
PETROLEUM ALLIANCE OF OKLAHOMA THE,2004,MICHAEL THOMPSON,PRESIDENT,MICHAEL THOMPSON,MICHAEL,THOMPSON,
PETROLEUM ALLIANCE OF OKLAHOMA THE,2004,"R.J. SULLIVAN, JR.",VICE CHAIRMAN EAST,RJ SULLIVAN,RJ,SULLIVAN,
PETROLEUM ALLIANCE OF OKLAHOMA THE,2004,HAROLD HAMM,VICE CHAIRMAN WEST,HAROLD HAMM,HAROLD,HAMM,
PETROLEUM ALLIANCE OF OKLAHOMA THE,2004,STEVEN C. AGEE,TREASURER,STEVEN C AGEE,STEVEN,AGEE,C
PETROLEUM ALLIANCE OF OKLAHOMA THE,2004,DAVID HOUSE,CHAIRMAN,DAVID HOUSE,DAVID,HOUSE,
PETROLEUM ALLIANCE OF OKLAHOMA THE,2004,RANDY FOUTCH,SECRETARY,RANDY FOUTCH,RANDY,FOUTCH,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2018,BRIAN YABLONSKI,Executive Dir.,BRIAN YABLONSKI,BRIAN,YABLONSKI,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2018,LOREN D BOUGH,Chairman,LOREN D BOUGH,LOREN,BOUGH,D
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2018,ROBERT CLEMENT,Vice Chairman,ROBERT CLEMENT,ROBERT,CLEMENT,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2018,KAMERAN ONLEY,Director,KAMERAN ONLEY,KAMERAN,ONLEY,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2018,DEBORAH DONNER,Secretary,DEBORAH DONNER,DEBORAH,DONNER,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2018,CHRIS CORR,Director,CHRIS CORR,CHRIS,CORR,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2018,GARY RIESCHEL,Treasurer,GARY RIESCHEL,GARY,RIESCHEL,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2018,HENRY N BUTLER,Director,HENRY N BUTLER,HENRY,BUTLER,N
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2018,MARTIN HOSTETTLER,Director,MARTIN HOSTETTLER,MARTIN,HOSTETTLER,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2018,RANKIN SMITH JR,Director,RANKIN SMITH,RANKIN,SMITH,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2018,JAMES HUFFMAN,Director,JAMES HUFFMAN,JAMES,HUFFMAN,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2018,FRED E KARLINSKY,Director,FRED E KARLINSKY,FRED,KARLINSKY,E
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2018,KRISTINA KENDALL,Director,KRISTINA KENDALL,KRISTINA,KENDALL,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2017,LAWRENCE REED WATSON,Executive Dir.,LAWRENCE REED WATSON,LAWRENCE,WATSON,REED
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2017,LOREN D BOUGH,Chairman,LOREN D BOUGH,LOREN,BOUGH,D
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2017,ROBERT CLEMENT,VICE CHAIRMAN,ROBERT CLEMENT,ROBERT,CLEMENT,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2017,TYLER DANN,Treasurer,TYLER DANN,TYLER,DANN,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2017,DEBORAH DONNER,Secretary,DEBORAH DONNER,DEBORAH,DONNER,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2017,KIMBERLY O DENNIS,Director,KIMBERLY O DENNIS,KIMBERLY,DENNIS,O
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2017,DWIGHT E LEE,Director,DWIGHT E LEE,DWIGHT,LEE,E
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2017,THOMAS J BRAY,Director,THOMAS J BRAY,THOMAS,BRAY,J
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2017,GARY RIESCHEL,Director,GARY RIESCHEL,GARY,RIESCHEL,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2017,HENRY N BUTLER,Director,HENRY N BUTLER,HENRY,BUTLER,N
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2017,MARTIN HOSTETTLER,Director,MARTIN HOSTETTLER,MARTIN,HOSTETTLER,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2017,RANKIN SMITH JR,Director,RANKIN SMITH,RANKIN,SMITH,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2017,JAMES HUFFMAN,Director,JAMES HUFFMAN,JAMES,HUFFMAN,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2017,JOHN F TOMLIN,Director,JOHN F TOMLIN,JOHN,TOMLIN,F
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2017,FRED E KARLINSKY,Director,FRED E KARLINSKY,FRED,KARLINSKY,E
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2017,BRIAN YABLONSKI,Director,BRIAN YABLONSKI,BRIAN,YABLONSKI,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2017,KRISTINA KENDALL,Director,KRISTINA KENDALL,KRISTINA,KENDALL,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2016,LAWRENCE REED WATSON,EXECUTIVE DIRECTOR,LAWRENCE REED WATSON,LAWRENCE,WATSON,REED
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2016,LOREN D BOUGH,CHAIRMAN,LOREN D BOUGH,LOREN,BOUGH,D
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2016,THOMAS J BRAY,DIRECTOR,THOMAS J BRAY,THOMAS,BRAY,J
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2016,HENRY N BUTLER,DIRECTOR,HENRY N BUTLER,HENRY,BUTLER,N
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2016,TYLER DANN,TREASURER,TYLER DANN,TYLER,DANN,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2016,KIMBERLY O DENNIS,DIRECTOR,KIMBERLY O DENNIS,KIMBERLY,DENNIS,O
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2016,DEBORAH DONNER,SECRETARY,DEBORAH DONNER,DEBORAH,DONNER,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2016,JAMES HUFFMAN,DIRECTOR,JAMES HUFFMAN,JAMES,HUFFMAN,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2016,ROBERT CLEMENT,VICE CHAIRMAN,ROBERT CLEMENT,ROBERT,CLEMENT,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2016,MARTIN HOSTETTLER,DIRECTOR,MARTIN HOSTETTLER,MARTIN,HOSTETTLER,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2016,FRED E KARLINSKY,DIRECTOR,FRED E KARLINSKY,FRED,KARLINSKY,E
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2016,KRISTINA KENDALL,DIRECTOR,KRISTINA KENDALL,KRISTINA,KENDALL,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2016,DWIGHT E LEE,DIRECTOR,DWIGHT E LEE,DWIGHT,LEE,E
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2016,RANKIN SMITH JR,DIRECTOR,RANKIN SMITH,RANKIN,SMITH,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2016,JOHN F TOMLIN,DIRECTOR,JOHN F TOMLIN,JOHN,TOMLIN,F
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2016,BRIAN YABLONSKI,DIRECTOR,BRIAN YABLONSKI,BRIAN,YABLONSKI,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2016,GARY RIESCHEL,DIRECTOR,GARY RIESCHEL,GARY,RIESCHEL,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2015,LAWRENCE REED WATSON,EXECUTIVE DIRECTOR,LAWRENCE REED WATSON,LAWRENCE,WATSON,REED
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2015,LOREN D BOUGH,CHAIRMAN,LOREN D BOUGH,LOREN,BOUGH,D
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2015,THOMAS J BRAY,DIRECTOR,THOMAS J BRAY,THOMAS,BRAY,J
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2015,HENRY N BUTLER,DIRECTOR,HENRY N BUTLER,HENRY,BUTLER,N
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2015,TYLER DANN,TREASURER,TYLER DANN,TYLER,DANN,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2015,KIMBERLY O DENNIS,DIRECTOR,KIMBERLY O DENNIS,KIMBERLY,DENNIS,O
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2015,DEBORAH DONNER,SECRETARY,DEBORAH DONNER,DEBORAH,DONNER,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2015,CARLOS FERNANDEZ,DIRECTOR,CARLOS FERNANDEZ,CARLOS,FERNANDEZ,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2015,ROBERT CLEMENT,VICE CHAIR,ROBERT CLEMENT,ROBERT,CLEMENT,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2015,MARTIN HOSTETTLER,DIRECTOR,MARTIN HOSTETTLER,MARTIN,HOSTETTLER,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2015,FRED E KARLINSKY,DIRECTOR,FRED E KARLINSKY,FRED,KARLINSKY,E
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2015,KRISTINA KENDALL,DIRECTOR,KRISTINA KENDALL,KRISTINA,KENDALL,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2015,DWIGHT E LEE,DIRECTOR,DWIGHT E LEE,DWIGHT,LEE,E
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2015,RANKIN SMITH JR,DIRECTOR,RANKIN SMITH,RANKIN,SMITH,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2015,JOHN F TOMLIN,DIRECTOR,JOHN F TOMLIN,JOHN,TOMLIN,F
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2015,BRIAN YABLONSKI,DIRECTOR,BRIAN YABLONSKI,BRIAN,YABLONSKI,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2015,GARY RIESCHEL,DIRECTOR,GARY RIESCHEL,GARY,RIESCHEL,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2014,LAWRENCE REED WATSON,EXECUTIVE DIRECTOR,LAWRENCE REED WATSON,LAWRENCE,WATSON,REED
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2014,MONICA GUENTHER,CORPORATE SECRETARY,MONICA GUENTHER,MONICA,GUENTHER,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2014,THOMAS E BEACH,CHAIRMAN,THOMAS E BEACH,THOMAS,BEACH,E
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2014,LOREN D BOUGH,VICE CHAIRMAN,LOREN D BOUGH,LOREN,BOUGH,D
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2014,THOMAS J BRAY,DIRECTOR,THOMAS J BRAY,THOMAS,BRAY,J
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2014,HENRY N BUTLER,DIRECTOR,HENRY N BUTLER,HENRY,BUTLER,N
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2014,TYLER DANN,TREASURER,TYLER DANN,TYLER,DANN,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2014,KIMBERLY O DENNIS,DIRECTOR,KIMBERLY O DENNIS,KIMBERLY,DENNIS,O
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2014,DEBORAH DONNER,DIRECTOR,DEBORAH DONNER,DEBORAH,DONNER,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2014,CARLOS FERNANDEZ,DIRECTOR,CARLOS FERNANDEZ,CARLOS,FERNANDEZ,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2014,ROBERT CLEMENT,DIRECTOR,ROBERT CLEMENT,ROBERT,CLEMENT,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2014,MARTIN HOSTETTLER,DIRECTOR,MARTIN HOSTETTLER,MARTIN,HOSTETTLER,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2014,FRED E KARLINSKY,DIRECTOR,FRED E KARLINSKY,FRED,KARLINSKY,E
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2014,KRISTINA KENDALL,DIRECTOR,KRISTINA KENDALL,KRISTINA,KENDALL,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2014,DWIGHT E LEE,DIRECTOR,DWIGHT E LEE,DWIGHT,LEE,E
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2014,RANKIN SMITH JR,DIRECTOR,RANKIN SMITH,RANKIN,SMITH,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2014,JOHN F TOMLIN,DIRECTOR,JOHN F TOMLIN,JOHN,TOMLIN,F
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2014,BRIAN YABLONSKI,DIRECTOR,BRIAN YABLONSKI,BRIAN,YABLONSKI,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2013,TERRY ANDERSON,PRESIDENT,TERRY ANDERSON,TERRY,ANDERSON,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2013,MONICA GUENTHER,CORPORATE SECRETARY,MONICA GUENTHER,MONICA,GUENTHER,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2013,THOMAS E BEACH,CHAIRMAN,THOMAS E BEACH,THOMAS,BEACH,E
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2013,LOREN D BOUGH,DIRECTOR,LOREN D BOUGH,LOREN,BOUGH,D
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2013,THOMAS J BRAY,DIRECTOR,THOMAS J BRAY,THOMAS,BRAY,J
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2013,HENRY N BUTLER,DIRECTOR,HENRY N BUTLER,HENRY,BUTLER,N
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2013,TYLER DANN,TREASURER,TYLER DANN,TYLER,DANN,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2013,KIMBERLY O DENNIS,DIRECTOR,KIMBERLY O DENNIS,KIMBERLY,DENNIS,O
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2013,DEBORAH DONNER,DIRECTOR,DEBORAH DONNER,DEBORAH,DONNER,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2013,CARLOS FERNANDEZ,DIRECTOR,CARLOS FERNANDEZ,CARLOS,FERNANDEZ,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2013,STEVEN F HAYWARD,DIRECTOR,STEVEN F HAYWARD,STEVEN,HAYWARD,F
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2013,MARTIN HOSTETTLER,DIRECTOR,MARTIN HOSTETTLER,MARTIN,HOSTETTLER,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2013,FRED E KARLINSKY,DIRECTOR,FRED E KARLINSKY,FRED,KARLINSKY,E
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2013,KRISTINA KENDALL,DIRECTOR,KRISTINA KENDALL,KRISTINA,KENDALL,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2013,FRANK-PAUL KING,VICE CHAIRMAN,FRANK-PAUL KING,FRANK-PAUL,KING,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2013,DWIGHT E LEE,DIRECTOR,DWIGHT E LEE,DWIGHT,LEE,E
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2013,LEIGH H PERKINS,DIRECTOR,LEIGH H PERKINS,LEIGH,PERKINS,H
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2013,RANKIN SMITH JR,DIRECTOR,RANKIN SMITH,RANKIN,SMITH,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2013,JOHN F TOMLIN,DIRECTOR,JOHN F TOMLIN,JOHN,TOMLIN,F
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2013,BRIAN YABLONSKI,DIRECTOR,BRIAN YABLONSKI,BRIAN,YABLONSKI,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2012,EXECUTIVE DIRECTOR,PRESIDENT,EXECUTIVE DIRECTOR,EXECUTIVE,DIRECTOR,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2012,MONICA GUENTHER,CORPORATE SECRETARY,MONICA GUENTHER,MONICA,GUENTHER,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2012,DINO FALASCHETTI,EXECUTIVE DIRECTOR,DINO FALASCHETTI,DINO,FALASCHETTI,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2012,FRANK-PAUL KING,VICE CHAIRMAN,FRANK-PAUL KING,FRANK-PAUL,KING,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2012,ROBERT C CLEMENT,DIRECTOR,ROBERT C CLEMENT,ROBERT,CLEMENT,C
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2012,THOMAS BEACH,CHAIRMAN,THOMAS BEACH,THOMAS,BEACH,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2012,THOMAS J BRAY,DIRECTOR,THOMAS J BRAY,THOMAS,BRAY,J
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2012,TYLER DANN,TREASURER,TYLER DANN,TYLER,DANN,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2012,KIMBERLY DENNIS,DIRECTOR,KIMBERLY DENNIS,KIMBERLY,DENNIS,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2012,WILLIAM DUNN,DIRECTOR,WILLIAM DUNN,WILLIAM,DUNN,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2012,LOREN BOUGH,DIRECTOR,LOREN BOUGH,LOREN,BOUGH,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2012,DAVID CAMERON,DIRECTOR,DAVID CAMERON,DAVID,CAMERON,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2012,DWIGHT LEE,DIRECTOR,DWIGHT LEE,DWIGHT,LEE,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2012,LEIGH H PERKINS,DIRECTOR,LEIGH H PERKINS,LEIGH,PERKINS,H
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2012,WILLIAM H MELLOR,DIRECTOR,WILLIAM H MELLOR,WILLIAM,MELLOR,H
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2012,CHRISTOPHER WRIGHT,DIRECTOR,CHRISTOPHER WRIGHT,CHRISTOPHER,WRIGHT,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2012,CARLOS FERNANDEZ,DIRECTOR,CARLOS FERNANDEZ,CARLOS,FERNANDEZ,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2012,STEVEN HAYWARD,DIRECTOR,STEVEN HAYWARD,STEVEN,HAYWARD,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2012,DEBORAH DONNER,DIRECTOR,DEBORAH DONNER,DEBORAH,DONNER,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2012,JOHN F TOMLIN,DIRECTOR,JOHN F TOMLIN,JOHN,TOMLIN,F
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2011,TERRY ANDERSON,Executive Direc,TERRY ANDERSON,TERRY,ANDERSON,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2011,WILLIAM H MELLOR,Director,WILLIAM H MELLOR,WILLIAM,MELLOR,H
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2011,WILLIAM DUNN,Director,WILLIAM DUNN,WILLIAM,DUNN,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2011,VERNON SMITH,Director,VERNON SMITH,VERNON,SMITH,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2011,TYLER DANN,Treasurer,TYLER DANN,TYLER,DANN,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2011,THOMAS J BRAY,Director,THOMAS J BRAY,THOMAS,BRAY,J
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2011,THOMAS BEACH,Chairman,THOMAS BEACH,THOMAS,BEACH,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2011,ROBERT C CLEMENT,Director,ROBERT C CLEMENT,ROBERT,CLEMENT,C
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2011,MONICA GUENTHER,Secretary,MONICA GUENTHER,MONICA,GUENTHER,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2011,LOREN BOUGH,Director,LOREN BOUGH,LOREN,BOUGH,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2011,LEIGH H PERKINS,Director,LEIGH H PERKINS,LEIGH,PERKINS,H
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2011,KIMBERLY DENNIS,Director,KIMBERLY DENNIS,KIMBERLY,DENNIS,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2011,JEAN BRIGGS,Director,JEAN BRIGGS,JEAN,BRIGGS,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2011,FRANK-PAUL KING,Vice Chairman,FRANK-PAUL KING,FRANK-PAUL,KING,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2011,DWIGHT LEE,Director,DWIGHT LEE,DWIGHT,LEE,
PROPERTY AND ENVIRONMENT RESEARCH CENTER,2011,DAVID CAMERON,Director,DAVID CAMERON,DAVID,CAMERON,
