org,year,name,position,normalized_name,first,last,middle
GENETIC LITERACY PROJECT,2019,JON ENTINE,EXECUTIVE DIRECTOR,JON ENTINE,JON,ENTINE,
GENETIC LITERACY PROJECT,2019,GEOFFREY KABAT,DIRECTOR,GEOFFREY KABAT,GEOFFREY,KABAT,
GENETIC LITERACY PROJECT,2019,DREW KERSHEN,DIRECTOR,DREW KERSHEN,DREW,KERSHEN,
GENETIC LITERACY PROJECT,2019,MARYAnn J BOOTE,DIRECTOR,MARYANN J BOOTE,MARYANN,BOOTE,J
GENETIC LITERACY PROJECT,2019,NINA FEDEROFF,DIRECTOR,NINA FEDEROFF,NINA,FEDEROFF,
GENETIC LITERACY PROJECT,2019,BEN LOCWIN,DIRECTOR,BEN LOCWIN,BEN,LOCWIN,
GENETIC LITERACY PROJECT,2019,MATTHEW WINKLER,DIRECTOR,MATTHEW WINKLER,MATTHEW,WINKLER,
GENETIC LITERACY PROJECT,2018,JON ENTINE,EXECUTIVE DIRECTOR,JON ENTINE,JON,ENTINE,
GENETIC LITERACY PROJECT,2018,GEOFFREY KABAT,DIRECTOR,GEOFFREY KABAT,GEOFFREY,KABAT,
GENETIC LITERACY PROJECT,2018,DREW KERSHEN,DIRECTOR,DREW KERSHEN,DREW,KERSHEN,
GENETIC LITERACY PROJECT,2018,MARY J BOOTE,DIRECTOR,MARY J BOOTE,MARY,BOOTE,J
GENETIC LITERACY PROJECT,2018,NINA FEDEROFF,DIRECTOR,NINA FEDEROFF,NINA,FEDEROFF,
GENETIC LITERACY PROJECT,2018,BEN LOCWIN,DIRECTOR,BEN LOCWIN,BEN,LOCWIN,
GENETIC LITERACY PROJECT,2018,MATTHEW WINKLER,DIRECTOR,MATTHEW WINKLER,MATTHEW,WINKLER,
GENETIC LITERACY PROJECT,2017,JON ENTINE,EXECUTIVE DIRECTOR,JON ENTINE,JON,ENTINE,
GENETIC LITERACY PROJECT,2017,GEOFFREY KABAT,DIRECTOR,GEOFFREY KABAT,GEOFFREY,KABAT,
GENETIC LITERACY PROJECT,2017,DREW KERSHEN,DIRECTOR,DREW KERSHEN,DREW,KERSHEN,
GENETIC LITERACY PROJECT,2016,JON ENTINE,EXECUTIVE DIRECTOR,JON ENTINE,JON,ENTINE,
GENETIC LITERACY PROJECT,2016,PAMELA RONALD,DIRECTOR,PAMELA RONALD,PAMELA,RONALD,
GENETIC LITERACY PROJECT,2016,TED NORDHAUS,DIRECTOR,TED NORDHAUS,TED,NORDHAUS,
GENETIC LITERACY PROJECT,2016,GEOFFREY KABAT,DIRECTOR,GEOFFREY KABAT,GEOFFREY,KABAT,
GENETIC LITERACY PROJECT,2016,DREW KERSHEN,DIRECTOR,DREW KERSHEN,DREW,KERSHEN,
GENETIC LITERACY PROJECT,2015,Jon Entine,Director,JON ENTINE,JON,ENTINE,
GENETIC LITERACY PROJECT,2015,Trevor Butterworth,President,TREVOR BUTTERWORTH,TREVOR,BUTTERWORTH,
GENETIC LITERACY PROJECT,2015,Donal L Rieck,Director,DONAL L RIECK,DONAL,RIECK,L
GENETIC LITERACY PROJECT,2015,Dr. S. Robert Lichter,Director,S ROBERT LICHTER,S,LICHTER,ROBERT
GENETIC LITERACY PROJECT,2015,Truman Anderson,Chairman,TRUMAN ANDERSON,TRUMAN,ANDERSON,
GENETIC LITERACY PROJECT,2015,Dodie McCracken,Director,DODIE MCCRACKEN,DODIE,MCCRACKEN,
GENETIC LITERACY PROJECT,2015,Tracey Brown,Director,TRACEY BROWN,TRACEY,BROWN,
GENETIC LITERACY PROJECT,2015,Paul Hardaker,Director,PAUL HARDAKER,PAUL,HARDAKER,
GENETIC LITERACY PROJECT,2014,DONALD L RIECK,Executive Director,DONALD L RIECK,DONALD,RIECK,L
GENETIC LITERACY PROJECT,2014,DR S ROBERT LICHTER,President,S ROBERT LICHTER,S,LICHTER,ROBERT
GENETIC LITERACY PROJECT,2014,TRUMAN ANDERSON,Chairman,TRUMAN ANDERSON,TRUMAN,ANDERSON,
GENETIC LITERACY PROJECT,2014,DODIE MCCRACKEN,Director,DODIE MCCRACKEN,DODIE,MCCRACKEN,
GENETIC LITERACY PROJECT,2014,NELL MINO,Treasurer and Secretary,NELL MINO,NELL,MINO,
GENETIC LITERACY PROJECT,2014,PAUL MONGERSON,Director Emeritus,PAUL MONGERSON,PAUL,MONGERSON,
GENETIC LITERACY PROJECT,2014,DAVID GREEN,Director Emeritus,DAVID GREEN,DAVID,GREEN,
GENETIC LITERACY PROJECT,2014,ROBERT D STUART,Director Emeritus,ROBERT D STUART,ROBERT,STUART,D
GENETIC LITERACY PROJECT,2014,HEATHER C DAHL,Director,HEATHER C DAHL,HEATHER,DAHL,C
GENETIC LITERACY PROJECT,2014,NEWTON MINO,Director Emeritus,NEWTON MINO,NEWTON,MINO,
GENETIC LITERACY PROJECT,2013,DONALD L RIECK,EXECUTIVE DIRECTOR,DONALD L RIECK,DONALD,RIECK,L
GENETIC LITERACY PROJECT,2013,DR S ROBERT LICHTER,PRESIDENT,S ROBERT LICHTER,S,LICHTER,ROBERT
GENETIC LITERACY PROJECT,2013,TRUMAN ANDERSON,CHAIRMAN,TRUMAN ANDERSON,TRUMAN,ANDERSON,
GENETIC LITERACY PROJECT,2013,DODIE MCCRACKEN,DIRECTOR,DODIE MCCRACKEN,DODIE,MCCRACKEN,
GENETIC LITERACY PROJECT,2013,NELL MINOW,TREASURER AND SECRETARY,NELL MINOW,NELL,MINOW,
GENETIC LITERACY PROJECT,2013,PAUL MONGERSON,DIRECTOR EMERITUS,PAUL MONGERSON,PAUL,MONGERSON,
GENETIC LITERACY PROJECT,2013,DAVID GERGEN,DIRECTOR EMERITUS,DAVID GERGEN,DAVID,GERGEN,
GENETIC LITERACY PROJECT,2013,ROBERT D STUART,DIRECTOR EMERITUS,ROBERT D STUART,ROBERT,STUART,D
GENETIC LITERACY PROJECT,2013,HEATHER C DAHL,DIRECTOR,HEATHER C DAHL,HEATHER,DAHL,C
GENETIC LITERACY PROJECT,2013,NETWON MINOW,DIRECTOR EMERITUS,NETWON MINOW,NETWON,MINOW,
GENETIC LITERACY PROJECT,2012,DONALD L RIECK,EXECUTIVE DIRECTOR,DONALD L RIECK,DONALD,RIECK,L
GENETIC LITERACY PROJECT,2012,DR S ROBERT LICHTER,PRESIDENT,S ROBERT LICHTER,S,LICHTER,ROBERT
GENETIC LITERACY PROJECT,2012,TRUMAN ANDERSON,CHAIRMAN,TRUMAN ANDERSON,TRUMAN,ANDERSON,
GENETIC LITERACY PROJECT,2012,DODIE MCCRACKEN,DIRECTOR,DODIE MCCRACKEN,DODIE,MCCRACKEN,
GENETIC LITERACY PROJECT,2012,NELL MINOW,TREASURER AND SECRETARY,NELL MINOW,NELL,MINOW,
GENETIC LITERACY PROJECT,2012,PAUL MONGERSON,DIRECTOR,PAUL MONGERSON,PAUL,MONGERSON,
GENETIC LITERACY PROJECT,2012,DAVID GERGEN,DIRECTOR EMERITUS,DAVID GERGEN,DAVID,GERGEN,
GENETIC LITERACY PROJECT,2012,NEWTON MINOW,DIRECTOR EMERITUS,NEWTON MINOW,NEWTON,MINOW,
GENETIC LITERACY PROJECT,2012,HEATHER C DAHL,DIRECTOR,HEATHER C DAHL,HEATHER,DAHL,C
GENETIC LITERACY PROJECT,2012,DANIELLE STRUPPA,DIRECTOR,DANIELLE STRUPPA,DANIELLE,STRUPPA,
GENETIC LITERACY PROJECT,2011,DR S ROBERT LICHTER,PRESIDENT,S ROBERT LICHTER,S,LICHTER,ROBERT
GENETIC LITERACY PROJECT,2011,TRUMAN ANDERSON,CHAIRMAN,TRUMAN ANDERSON,TRUMAN,ANDERSON,
GENETIC LITERACY PROJECT,2011,DODIE MCCRACKEN,DIRECTOR,DODIE MCCRACKEN,DODIE,MCCRACKEN,
GENETIC LITERACY PROJECT,2011,NELL MINOW,DIRECTOR,NELL MINOW,NELL,MINOW,
GENETIC LITERACY PROJECT,2011,PAUL MONGERSON,DIRECTOR,PAUL MONGERSON,PAUL,MONGERSON,
GENETIC LITERACY PROJECT,2011,DONALD L RIECK,EXECUTIVE DIRECTOR,DONALD L RIECK,DONALD,RIECK,L
GENETIC LITERACY PROJECT,2011,DAVID GERGEN,DIRECTOR EMERITUS,DAVID GERGEN,DAVID,GERGEN,
GENETIC LITERACY PROJECT,2011,NEWTON MINOW,DIRECTOR EMERITUS,NEWTON MINOW,NEWTON,MINOW,
GENETIC LITERACY PROJECT,2011,HEATHER C DAHL,DIRECTOR,HEATHER C DAHL,HEATHER,DAHL,C
GENETIC LITERACY PROJECT,2010,DONALD L RIECK,EXECUTIVE DIRECTOR,DONALD L RIECK,DONALD,RIECK,L
GENETIC LITERACY PROJECT,2010,DR SPOBERT LICHTER,PRESIDENT,SPOBERT LICHTER,SPOBERT,LICHTER,
GENETIC LITERACY PROJECT,2010,TRUMAN ANDERSON,CHAIRMAN,TRUMAN ANDERSON,TRUMAN,ANDERSON,
GENETIC LITERACY PROJECT,2010,DODIE MCCRACKEN,DIRECTOR,DODIE MCCRACKEN,DODIE,MCCRACKEN,
GENETIC LITERACY PROJECT,2010,NELL MINOW,DIRECTOR,NELL MINOW,NELL,MINOW,
GENETIC LITERACY PROJECT,2010,PAUL MONGERSON,DIRECTOR,PAUL MONGERSON,PAUL,MONGERSON,
GENETIC LITERACY PROJECT,2008,DONALD L. RIECK,EXECUTIVE DIRECTOR,DONALD L RIECK,DONALD,RIECK,L
GENETIC LITERACY PROJECT,2008,DR. S. ROBERT LICHTER,PRESIDENT,S ROBERT LICHTER,S,LICHTER,ROBERT
GENETIC LITERACY PROJECT,2008,DODIE MCCRACKEN,DIRECTOR,DODIE MCCRACKEN,DODIE,MCCRACKEN,
GENETIC LITERACY PROJECT,2008,NELL MINOW,DIRECTOR,NELL MINOW,NELL,MINOW,
GENETIC LITERACY PROJECT,2008,PAUL MONGERSON,DIRECTOR,PAUL MONGERSON,PAUL,MONGERSON,
GENETIC LITERACY PROJECT,2008,TRUMAN ANDERSON,CHAIRMAN,TRUMAN ANDERSON,TRUMAN,ANDERSON,
GENETIC LITERACY PROJECT,2007,DR. S. ROBERT LICHTER,PRESIDENT,S ROBERT LICHTER,S,LICHTER,ROBERT
GENETIC LITERACY PROJECT,2007,DAVID GERGEN,DIRECTOR,DAVID GERGEN,DAVID,GERGEN,
GENETIC LITERACY PROJECT,2007,NELL MINOW,DIRECTOR,NELL MINOW,NELL,MINOW,
GENETIC LITERACY PROJECT,2007,PAUL MONGERSON,DIRECTOR,PAUL MONGERSON,PAUL,MONGERSON,
GENETIC LITERACY PROJECT,2007,TRUMAN ANDERSON,DIRECTOR,TRUMAN ANDERSON,TRUMAN,ANDERSON,
GENETIC LITERACY PROJECT,2007,NEWTON MINOW,DIRECTOR,NEWTON MINOW,NEWTON,MINOW,
GENETIC LITERACY PROJECT,2007,DODIE MCCRACKEN,DIRECTOR,DODIE MCCRACKEN,DODIE,MCCRACKEN,
GENETIC LITERACY PROJECT,2006,DR. LINDA LICHTER,VICE PRESIDENT,LINDA LICHTER,LINDA,LICHTER,
GENETIC LITERACY PROJECT,2006,DR. S. ROBERT LICHTER,PRESIDENT,S ROBERT LICHTER,S,LICHTER,ROBERT
GENETIC LITERACY PROJECT,2006,NEWTON MINOW,DIRECTOR,NEWTON MINOW,NEWTON,MINOW,
GENETIC LITERACY PROJECT,2006,DANIELLE STRUPPA,DIRECTOR,DANIELLE STRUPPA,DANIELLE,STRUPPA,
GENETIC LITERACY PROJECT,2006,"HON. ROBERT D. STUART, JR.",DIRECTOR,HON ROBERT D STUART,HON,STUART,ROBERT D
GENETIC LITERACY PROJECT,2006,NELL MINOW,DIRECTOR,NELL MINOW,NELL,MINOW,
GENETIC LITERACY PROJECT,2006,PAUL MONGERSON,DIRECTOR,PAUL MONGERSON,PAUL,MONGERSON,
GENETIC LITERACY PROJECT,2006,DAVID GERGEN,DIRECTOR,DAVID GERGEN,DAVID,GERGEN,
GENETIC LITERACY PROJECT,2004,DR. LINDA LICHTER,VICE PRESIDENT,LINDA LICHTER,LINDA,LICHTER,
GENETIC LITERACY PROJECT,2004,DR. S. ROBERT LICHTER,PRESIDENT,S ROBERT LICHTER,S,LICHTER,ROBERT
GENETIC LITERACY PROJECT,2004,NEWT MINOW,DIRECTOR,NEWT MINOW,NEWT,MINOW,
GENETIC LITERACY PROJECT,2004,NELL MINOW,DIRECTOR,NELL MINOW,NELL,MINOW,
GENETIC LITERACY PROJECT,2004,PAUL MONGERSON,DIRECTOR,PAUL MONGERSON,PAUL,MONGERSON,
GENETIC LITERACY PROJECT,2004,DR. PAUL MCCRACKEN,DIRECTOR,PAUL MCCRACKEN,PAUL,MCCRACKEN,
GENETIC LITERACY PROJECT,2004,DAVID GERGEN,DIRECTOR,DAVID GERGEN,DAVID,GERGEN,
GENETIC LITERACY PROJECT,2003,DR. LINDA LICHTER,VICE PRESIDENT,LINDA LICHTER,LINDA,LICHTER,
GENETIC LITERACY PROJECT,2003,DR. S. ROBERT LICHTER,PRESIDENT,S ROBERT LICHTER,S,LICHTER,ROBERT
GENETIC LITERACY PROJECT,2003,LINDA L. LADAS,SECRETARY/TREASURER,LINDA L LADAS,LINDA,LADAS,L
GENETIC LITERACY PROJECT,2003,NELL MINOW,DIRECTOR,NELL MINOW,NELL,MINOW,
GENETIC LITERACY PROJECT,2003,DAVID GERGEN,DIRECTOR,DAVID GERGEN,DAVID,GERGEN,
GENETIC LITERACY PROJECT,2003,NEWT MINOW,DIRECTOR,NEWT MINOW,NEWT,MINOW,
GENETIC LITERACY PROJECT,2003,PAUL MONGERSON,DIRECTOR,PAUL MONGERSON,PAUL,MONGERSON,
GENETIC LITERACY PROJECT,2003,DR. PAUL MCCRACKEN,DIRECTOR,PAUL MCCRACKEN,PAUL,MCCRACKEN,
GENETIC LITERACY PROJECT,2002,Dr. S. Robert Lichter,President,S ROBERT LICHTER,S,LICHTER,ROBERT
GENETIC LITERACY PROJECT,2002,Dr. Linda Lichter,Vice President,LINDA LICHTER,LINDA,LICHTER,
GENETIC LITERACY PROJECT,2002,Linda L. Ladas,Secretary/Treasurer,LINDA L LADAS,LINDA,LADAS,L
GENETIC LITERACY PROJECT,2002,Paul Mongerson,Director,PAUL MONGERSON,PAUL,MONGERSON,
GENETIC LITERACY PROJECT,2002,Dr. Paul McCracken,Director,PAUL MCCRACKEN,PAUL,MCCRACKEN,
GENETIC LITERACY PROJECT,2002,"Robert D. Stuart, Jr.",Director,ROBERT D STUART,ROBERT,STUART,D
GENETIC LITERACY PROJECT,2002,Dr. Thomas C. Childers,Director,THOMAS C CHILDERS,THOMAS,CHILDERS,C
GENETIC LITERACY PROJECT,2001,S. ROBERT LICHTER,PRESIDENT,S ROBERT LICHTER,S,LICHTER,ROBERT
GENETIC LITERACY PROJECT,2001,CHRIS MESSINA-BOYER,DIRECTOR,CHRIS MESSINA-BOYER,CHRIS,MESSINA-BOYER,
GENETIC LITERACY PROJECT,2001,LINDA S. LICHTER,VICE PRESIDENT,LINDA S LICHTER,LINDA,LICHTER,S
GENETIC LITERACY PROJECT,2001,PAUL MONGERSON,DIRECTOR,PAUL MONGERSON,PAUL,MONGERSON,
GENETIC LITERACY PROJECT,2001,THOMAS C. CHILDERS,DIRECTOR,THOMAS C CHILDERS,THOMAS,CHILDERS,C
GENETIC LITERACY PROJECT,2001,PAUL W. MCCRACKEN,DIRECTOR,PAUL W MCCRACKEN,PAUL,MCCRACKEN,W
GENETIC LITERACY PROJECT,2001,"ROBERT D. STUART, JR.",DIRECTOR,ROBERT D STUART,ROBERT,STUART,D
GENETIC LITERACY PROJECT,2000,S. ROBERT LICHTER,DIRECTOR,S ROBERT LICHTER,S,LICHTER,ROBERT
GENETIC LITERACY PROJECT,2000,CHRIS MESSINA-BOYER,DIRECTOR,CHRIS MESSINA-BOYER,CHRIS,MESSINA-BOYER,
GENETIC LITERACY PROJECT,2000,PAUL W. MCCRACKEN,DIRECTOR,PAUL W MCCRACKEN,PAUL,MCCRACKEN,W
GENETIC LITERACY PROJECT,2000,THOMAS C. CHILDERS,DIRECTOR,THOMAS C CHILDERS,THOMAS,CHILDERS,C
GENETIC LITERACY PROJECT,2000,PAUL MONGERSON,DIRECTOR,PAUL MONGERSON,PAUL,MONGERSON,
GENETIC LITERACY PROJECT,2000,"ROBERT D. STUART, JR.",DIRECTOR,ROBERT D STUART,ROBERT,STUART,D
GENETIC LITERACY PROJECT,1999,S. ROBERT LICHTER,DIRECTOR,S ROBERT LICHTER,S,LICHTER,ROBERT
GENETIC LITERACY PROJECT,1999,PAUL MONGERSON,DIRECTOR,PAUL MONGERSON,PAUL,MONGERSON,
GENETIC LITERACY PROJECT,1999,PAUL W. MCCRACKEN,DIRECTOR,PAUL W MCCRACKEN,PAUL,MCCRACKEN,W
GENETIC LITERACY PROJECT,1999,"ROBERT D. STUART, JR.",DIRECTOR,ROBERT D STUART,ROBERT,STUART,D
GENETIC LITERACY PROJECT,1999,THOMAS C. CHILDERS,DIRECTOR,THOMAS C CHILDERS,THOMAS,CHILDERS,C
GENETIC LITERACY PROJECT,1998,S. ROBERT LICHTER,PRES; DIR,S ROBERT LICHTER,S,LICHTER,ROBERT
GENETIC LITERACY PROJECT,1998,S. ROBERT LICHTER,PRES; DIR,S ROBERT LICHTER,S,LICHTER,ROBERT
GENETIC LITERACY PROJECT,1998,ROBERT MULLIGAN,EXEC. DIR,ROBERT MULLIGAN,ROBERT,MULLIGAN,
GENETIC LITERACY PROJECT,1998,LINDA S. LICHTER,DIRECTOR,LINDA S LICHTER,LINDA,LICHTER,S
INSTITUTE FOR ENERGY RESEARCH,2018,THOMAS PYLE,PRESIDENT,THOMAS PYLE,THOMAS,PYLE,
INSTITUTE FOR ENERGY RESEARCH,2018,ROBERT BRADLEY,CHIEF EXECUTIVE OFFICER,ROBERT BRADLEY,ROBERT,BRADLEY,
INSTITUTE FOR ENERGY RESEARCH,2018,LISA WALLACE,"SENIOR VICE PRESIDENT, SEC/TREASURER",LISA WALLACE,LISA,WALLACE,
INSTITUTE FOR ENERGY RESEARCH,2018,PRESTON MARSHALL,CHAIRMAN,PRESTON MARSHALL,PRESTON,MARSHALL,
INSTITUTE FOR ENERGY RESEARCH,2018,JAMES CLARKSON,DIRECTOR,JAMES CLARKSON,JAMES,CLARKSON,
INSTITUTE FOR ENERGY RESEARCH,2018,WAYNE GABLE,DIRECTOR,WAYNE GABLE,WAYNE,GABLE,
INSTITUTE FOR ENERGY RESEARCH,2018,STEVEN HAYWARD,DIRECTOR,STEVEN HAYWARD,STEVEN,HAYWARD,
INSTITUTE FOR ENERGY RESEARCH,2018,TRENT SEBITS,DIRECTOR,TRENT SEBITS,TRENT,SEBITS,
INSTITUTE FOR ENERGY RESEARCH,2017,THOMAS PYLE,PRESIDENT,THOMAS PYLE,THOMAS,PYLE,
INSTITUTE FOR ENERGY RESEARCH,2017,ROBERT BRADLEY,CHIEF EXECUTIVE OFFICER,ROBERT BRADLEY,ROBERT,BRADLEY,
INSTITUTE FOR ENERGY RESEARCH,2017,LISA WALLACE,SEC/TREASURER/SVP DEVELOP,LISA WALLACE,LISA,WALLACE,
INSTITUTE FOR ENERGY RESEARCH,2017,JIM CLARKSON,DIRECTOR,JIM CLARKSON,JIM,CLARKSON,
INSTITUTE FOR ENERGY RESEARCH,2017,STEVEN HAYWARD,DIRECTOR,STEVEN HAYWARD,STEVEN,HAYWARD,
INSTITUTE FOR ENERGY RESEARCH,2017,TRENT SEBITS,DIRECTOR,TRENT SEBITS,TRENT,SEBITS,
INSTITUTE FOR ENERGY RESEARCH,2017,PRESTON MARSHALL,CHAIRMAN,PRESTON MARSHALL,PRESTON,MARSHALL,
INSTITUTE FOR ENERGY RESEARCH,2017,WAYNE GABLE,DIRECTOR,WAYNE GABLE,WAYNE,GABLE,
INSTITUTE FOR ENERGY RESEARCH,2017,RICHARD STROUP,DIRECTOR,RICHARD STROUP,RICHARD,STROUP,
INSTITUTE FOR ENERGY RESEARCH,2016,THOMAS PYLE,PRESIDENT,THOMAS PYLE,THOMAS,PYLE,
INSTITUTE FOR ENERGY RESEARCH,2016,ROBERT BRADLEY,CHIEF EXECUTIVE OFFICER,ROBERT BRADLEY,ROBERT,BRADLEY,
INSTITUTE FOR ENERGY RESEARCH,2016,LISA WALLACE,SEC/TREASURER/SVP DEVELOP.,LISA WALLACE,LISA,WALLACE,
INSTITUTE FOR ENERGY RESEARCH,2016,DANIEL KISH,SVP PUBLIC POLICY,DANIEL KISH,DANIEL,KISH,
INSTITUTE FOR ENERGY RESEARCH,2016,JIM CLARKSON,DIRECTOR,JIM CLARKSON,JIM,CLARKSON,
INSTITUTE FOR ENERGY RESEARCH,2016,STEVEN HAYWARD,DIRECTOR,STEVEN HAYWARD,STEVEN,HAYWARD,
INSTITUTE FOR ENERGY RESEARCH,2016,TRENT SEBITS,DIRECTOR,TRENT SEBITS,TRENT,SEBITS,
INSTITUTE FOR ENERGY RESEARCH,2016,PRESTON MARSHALL,CHAIRMAN,PRESTON MARSHALL,PRESTON,MARSHALL,
INSTITUTE FOR ENERGY RESEARCH,2016,WAYNE GABLE,DIRECTOR,WAYNE GABLE,WAYNE,GABLE,
INSTITUTE FOR ENERGY RESEARCH,2016,ROBERT L. TESTWUIDE III,DIRECTOR,ROBERT L TESTWUIDE,ROBERT,TESTWUIDE,L
INSTITUTE FOR ENERGY RESEARCH,2016,RICHARD STROUP,DIRECTOR,RICHARD STROUP,RICHARD,STROUP,
INSTITUTE FOR ENERGY RESEARCH,2015,THOMAS PYLE,PRESIDENT,THOMAS PYLE,THOMAS,PYLE,
INSTITUTE FOR ENERGY RESEARCH,2015,LISA WALLACE,SEC/TREASURER/SVP DEVELOP.,LISA WALLACE,LISA,WALLACE,
INSTITUTE FOR ENERGY RESEARCH,2015,ROBERT BRADLEY,CHIEF EXECUTIVE OFFICER,ROBERT BRADLEY,ROBERT,BRADLEY,
INSTITUTE FOR ENERGY RESEARCH,2015,DANIEL KISH,SVP PUBLIC POLICY,DANIEL KISH,DANIEL,KISH,
INSTITUTE FOR ENERGY RESEARCH,2015,JIM CLARKSON,DIRECTOR,JIM CLARKSON,JIM,CLARKSON,
INSTITUTE FOR ENERGY RESEARCH,2015,STEVEN HAYWARD,DIRECTOR,STEVEN HAYWARD,STEVEN,HAYWARD,
INSTITUTE FOR ENERGY RESEARCH,2015,TRENT SEBITS,DIRECTOR,TRENT SEBITS,TRENT,SEBITS,
INSTITUTE FOR ENERGY RESEARCH,2015,PRESTON MARSHALL,CHAIRMAN,PRESTON MARSHALL,PRESTON,MARSHALL,
INSTITUTE FOR ENERGY RESEARCH,2015,WAYNE GABLE,DIRECTOR,WAYNE GABLE,WAYNE,GABLE,
INSTITUTE FOR ENERGY RESEARCH,2015,ROBERT L. TESTWUIDE III,DIRECTOR,ROBERT L TESTWUIDE,ROBERT,TESTWUIDE,L
INSTITUTE FOR ENERGY RESEARCH,2015,RICHARD STROUP,DIRECTOR,RICHARD STROUP,RICHARD,STROUP,
INSTITUTE FOR ENERGY RESEARCH,2014,THOMAS PYLE,PRESIDENT,THOMAS PYLE,THOMAS,PYLE,
INSTITUTE FOR ENERGY RESEARCH,2014,ROBERT BRADLEY,CHIEF EXECUTIVE OFFICER,ROBERT BRADLEY,ROBERT,BRADLEY,
INSTITUTE FOR ENERGY RESEARCH,2014,DANIEL KISH,SVP PUBLIC POLICY,DANIEL KISH,DANIEL,KISH,
INSTITUTE FOR ENERGY RESEARCH,2014,LISA WALLACE,SEC/TREASURER/SVP DEVELOP.,LISA WALLACE,LISA,WALLACE,
INSTITUTE FOR ENERGY RESEARCH,2014,JIM CLARKSON,DIRECTOR,JIM CLARKSON,JIM,CLARKSON,
INSTITUTE FOR ENERGY RESEARCH,2014,STEVEN HAYWARD,DIRECTOR,STEVEN HAYWARD,STEVEN,HAYWARD,
INSTITUTE FOR ENERGY RESEARCH,2014,TRENT SEBITS,DIRECTOR,TRENT SEBITS,TRENT,SEBITS,
INSTITUTE FOR ENERGY RESEARCH,2014,PRESTON MARSHALL,CHAIRMAN,PRESTON MARSHALL,PRESTON,MARSHALL,
INSTITUTE FOR ENERGY RESEARCH,2014,WAYNE GABLE,DIRECTOR,WAYNE GABLE,WAYNE,GABLE,
INSTITUTE FOR ENERGY RESEARCH,2014,ROBERT L. TESTWUIDE III,DIRECTOR,ROBERT L TESTWUIDE,ROBERT,TESTWUIDE,L
INSTITUTE FOR ENERGY RESEARCH,2014,RICHARD STROUP,DIRECTOR,RICHARD STROUP,RICHARD,STROUP,
INSTITUTE FOR ENERGY RESEARCH,2013,THOMAS PYLE,PRESIDENT,THOMAS PYLE,THOMAS,PYLE,
INSTITUTE FOR ENERGY RESEARCH,2013,ROBERT BRADLEY,CHIEF EXECUTIVE OFFICER,ROBERT BRADLEY,ROBERT,BRADLEY,
INSTITUTE FOR ENERGY RESEARCH,2013,LISA WALLACE,SEC/TREASURER/SVP DEVELOP.,LISA WALLACE,LISA,WALLACE,
INSTITUTE FOR ENERGY RESEARCH,2013,DANIEL KISH,SVP PUBLIC POLICY,DANIEL KISH,DANIEL,KISH,
INSTITUTE FOR ENERGY RESEARCH,2013,JIM CLARKSON,DIRECTOR,JIM CLARKSON,JIM,CLARKSON,
INSTITUTE FOR ENERGY RESEARCH,2013,STEVEN HAYWARD,DIRECTOR,STEVEN HAYWARD,STEVEN,HAYWARD,
INSTITUTE FOR ENERGY RESEARCH,2013,PRESTON MARSHALL,CHAIRMAN,PRESTON MARSHALL,PRESTON,MARSHALL,
INSTITUTE FOR ENERGY RESEARCH,2013,WAYNE GABLE,DIRECTOR,WAYNE GABLE,WAYNE,GABLE,
INSTITUTE FOR ENERGY RESEARCH,2013,ROBERT L. TESTWUIDE III,DIRECTOR,ROBERT L TESTWUIDE,ROBERT,TESTWUIDE,L
INSTITUTE FOR ENERGY RESEARCH,2013,RICHARD STROUP,DIRECTOR,RICHARD STROUP,RICHARD,STROUP,
INSTITUTE FOR ENERGY RESEARCH,2012,THOMAS PYLE,PRESIDENT,THOMAS PYLE,THOMAS,PYLE,
INSTITUTE FOR ENERGY RESEARCH,2012,ROBERT BRADLEY,CHIEF EXECUTIVE OFFICER,ROBERT BRADLEY,ROBERT,BRADLEY,
INSTITUTE FOR ENERGY RESEARCH,2012,LISA WALLACE,SEC/TREASURER/SVP DEVELOP.,LISA WALLACE,LISA,WALLACE,
INSTITUTE FOR ENERGY RESEARCH,2012,DANIEL KISH,SVP PUBLIC POLICY,DANIEL KISH,DANIEL,KISH,
INSTITUTE FOR ENERGY RESEARCH,2012,JIM CLARKSON,DIRECTOR,JIM CLARKSON,JIM,CLARKSON,
INSTITUTE FOR ENERGY RESEARCH,2012,STEVEN HAYWARD,DIRECTOR,STEVEN HAYWARD,STEVEN,HAYWARD,
INSTITUTE FOR ENERGY RESEARCH,2012,PRESTON MARSHALL,CHAIRMAN,PRESTON MARSHALL,PRESTON,MARSHALL,
INSTITUTE FOR ENERGY RESEARCH,2012,WAYNE GABLE,DIRECTOR,WAYNE GABLE,WAYNE,GABLE,
INSTITUTE FOR ENERGY RESEARCH,2012,ROBERT L. TESTWUIDE III,DIRECTOR,ROBERT L TESTWUIDE,ROBERT,TESTWUIDE,L
INSTITUTE FOR ENERGY RESEARCH,2012,RICHARD STROUP,DIRECTOR,RICHARD STROUP,RICHARD,STROUP,
INSTITUTE FOR ENERGY RESEARCH,2011,THOMAS PYLE,PRESIDENT,THOMAS PYLE,THOMAS,PYLE,
INSTITUTE FOR ENERGY RESEARCH,2011,ROBERT BRADLEY,CHIEF EXECUTIVE OFFICER,ROBERT BRADLEY,ROBERT,BRADLEY,
